zone,tech,year,unit,value
bus3,U155_b23b,2020,MW,0.0
bus3,U350_b23,2020,MW,0.0
bus4,U20_b1a,2020,MW,0.0
bus4,U20_b1b,2020,MW,0.0
bus4,U76_b1a,2020,MW,0.0
bus4,U76_b1b,2020,MW,0.0
bus4,U20_b2a,2020,MW,0.0
bus4,U20_b2b,2020,MW,0.0
bus4,U76_b2a,2020,MW,0.0
bus4,U76_b2b,2020,MW,0.0
bus4,U100_b7a,2020,MW,0.0
bus4,U100_b7b,2020,MW,0.0
bus4,U100_b7c,2020,MW,0.0
bus4,U197_b13a,2020,MW,0.0
bus4,U197_b13b,2020,MW,0.0
bus4,U197_b13c,2020,MW,0.0
bus4,U12_b15a,2020,MW,0.0
bus4,U12_b15b,2020,MW,0.0
bus4,U12_b15c,2020,MW,0.0
bus4,U12_b15d,2020,MW,0.0
bus4,U12_b15e,2020,MW,0.0
bus4,U155_b15,2020,MW,0.0
bus4,U155_b16,2020,MW,0.0
bus4,U400_b18,2020,MW,0.0
bus4,U400_b21,2020,MW,0.0
bus4,U50_b22a,2020,MW,0.0
bus4,U50_b22b,2020,MW,0.0
bus4,U50_b22c,2020,MW,0.0
bus4,U50_b22d,2020,MW,0.0
bus4,U50_b22e,2020,MW,0.0
bus4,U50_b22f,2020,MW,0.0
bus4,U155_b23a,2020,MW,0.0
bus4,U155_b23b,2020,MW,0.0
bus4,U350_b23,2020,MW,0.0
bus5,U20_b1a,2020,MW,0.0
bus5,U20_b1b,2020,MW,0.0
bus5,U76_b1a,2020,MW,0.0
bus5,U76_b1b,2020,MW,0.0
bus5,U20_b2a,2020,MW,0.0
bus5,U20_b2b,2020,MW,0.0
bus5,U76_b2a,2020,MW,0.0
bus5,U76_b2b,2020,MW,0.0
bus5,U100_b7a,2020,MW,0.0
bus5,U100_b7b,2020,MW,0.0
bus5,U100_b7c,2020,MW,0.0
bus5,U197_b13a,2020,MW,0.0
bus5,U197_b13b,2020,MW,0.0
bus5,U197_b13c,2020,MW,0.0
bus5,U12_b15a,2020,MW,0.0
bus5,U12_b15b,2020,MW,0.0
bus5,U12_b15c,2020,MW,0.0
bus5,U12_b15d,2020,MW,0.0
bus5,U12_b15e,2020,MW,0.0
bus5,U155_b15,2020,MW,0.0
bus5,U155_b16,2020,MW,0.0
bus5,U400_b18,2020,MW,0.0
bus5,U400_b21,2020,MW,0.0
bus5,U50_b22a,2020,MW,0.0
bus5,U50_b22b,2020,MW,0.0
bus5,U50_b22c,2020,MW,0.0
bus5,U50_b22d,2020,MW,0.0
bus5,U50_b22e,2020,MW,0.0
bus5,U50_b22f,2020,MW,0.0
bus5,U155_b23a,2020,MW,0.0
bus5,U155_b23b,2020,MW,0.0
bus5,U350_b23,2020,MW,0.0
bus6,U20_b1a,2020,MW,0.0
bus6,U20_b1b,2020,MW,0.0
bus6,U76_b1a,2020,MW,0.0
bus6,U76_b1b,2020,MW,0.0
bus6,U20_b2a,2020,MW,0.0
bus6,U20_b2b,2020,MW,0.0
bus6,U76_b2a,2020,MW,0.0
bus6,U76_b2b,2020,MW,0.0
bus6,U100_b7a,2020,MW,0.0
bus6,U100_b7b,2020,MW,0.0
bus6,U100_b7c,2020,MW,0.0
bus6,U197_b13a,2020,MW,0.0
bus6,U197_b13b,2020,MW,0.0
bus6,U197_b13c,2020,MW,0.0
bus6,U12_b15a,2020,MW,0.0
bus6,U12_b15b,2020,MW,0.0
bus6,U12_b15c,2020,MW,0.0
bus6,U12_b15d,2020,MW,0.0
bus6,U12_b15e,2020,MW,0.0
bus6,U155_b15,2020,MW,0.0
bus6,U155_b16,2020,MW,0.0
bus6,U400_b18,2020,MW,0.0
bus6,U400_b21,2020,MW,0.0
bus6,U50_b22a,2020,MW,0.0
bus6,U50_b22b,2020,MW,0.0
bus6,U50_b22c,2020,MW,0.0
bus6,U50_b22d,2020,MW,0.0
bus6,U50_b22e,2020,MW,0.0
bus6,U50_b22f,2020,MW,0.0
bus6,U155_b23a,2020,MW,0.0
bus6,U155_b23b,2020,MW,0.0
bus6,U350_b23,2020,MW,0.0
bus7,U20_b1a,2020,MW,0.0
bus7,U20_b1b,2020,MW,0.0
bus7,U76_b1a,2020,MW,0.0
bus7,U76_b1b,2020,MW,0.0
bus7,U20_b2a,2020,MW,0.0
bus7,U20_b2b,2020,MW,0.0
bus7,U76_b2a,2020,MW,0.0
bus7,U76_b2b,2020,MW,0.0
bus7,U100_b7a,2020,MW,100.0
bus7,U100_b7b,2020,MW,100.0
bus7,U100_b7c,2020,MW,100.0
bus7,U197_b13a,2020,MW,0.0
bus7,U197_b13b,2020,MW,0.0
bus7,U197_b13c,2020,MW,0.0
bus7,U12_b15a,2020,MW,0.0
bus7,U12_b15b,2020,MW,0.0
bus7,U12_b15c,2020,MW,0.0
bus7,U12_b15d,2020,MW,0.0
bus7,U12_b15e,2020,MW,0.0
bus7,U155_b15,2020,MW,0.0
bus7,U155_b16,2020,MW,0.0
bus7,U400_b18,2020,MW,0.0
bus7,U400_b21,2020,MW,0.0
bus7,U50_b22a,2020,MW,0.0
bus7,U50_b22b,2020,MW,0.0
bus7,U50_b22c,2020,MW,0.0
bus7,U50_b22d,2020,MW,0.0
bus7,U50_b22e,2020,MW,0.0
bus7,U50_b22f,2020,MW,0.0
bus7,U155_b23a,2020,MW,0.0
bus7,U155_b23b,2020,MW,0.0
bus7,U350_b23,2020,MW,0.0
bus8,U20_b1a,2020,MW,0.0
bus8,U20_b1b,2020,MW,0.0
bus8,U76_b1a,2020,MW,0.0
bus8,U76_b1b,2020,MW,0.0
bus8,U20_b2a,2020,MW,0.0
bus8,U20_b2b,2020,MW,0.0
bus8,U76_b2a,2020,MW,0.0
bus8,U76_b2b,2020,MW,0.0
bus8,U100_b7a,2020,MW,0.0
bus8,U100_b7b,2020,MW,0.0
bus8,U100_b7c,2020,MW,0.0
bus8,U197_b13a,2020,MW,0.0
bus8,U197_b13b,2020,MW,0.0
bus8,U197_b13c,2020,MW,0.0
bus8,U12_b15a,2020,MW,0.0
bus8,U12_b15b,2020,MW,0.0
bus8,U12_b15c,2020,MW,0.0
bus8,U12_b15d,2020,MW,0.0
bus8,U12_b15e,2020,MW,0.0
bus8,U155_b15,2020,MW,0.0
bus8,U155_b16,2020,MW,0.0
bus8,U400_b18,2020,MW,0.0
bus8,U400_b21,2020,MW,0.0
bus8,U50_b22a,2020,MW,0.0
bus8,U50_b22b,2020,MW,0.0
bus8,U50_b22c,2020,MW,0.0
bus8,U50_b22d,2020,MW,0.0
bus8,U50_b22e,2020,MW,0.0
bus8,U50_b22f,2020,MW,0.0
bus8,U155_b23a,2020,MW,0.0
bus8,U155_b23b,2020,MW,0.0
bus8,U350_b23,2020,MW,0.0
bus9,U20_b1a,2020,MW,0.0
bus9,U20_b1b,2020,MW,0.0
bus9,U76_b1a,2020,MW,0.0
bus9,U76_b1b,2020,MW,0.0
bus9,U20_b2a,2020,MW,0.0
bus9,U20_b2b,2020,MW,0.0
bus9,U76_b2a,2020,MW,0.0
bus9,U76_b2b,2020,MW,0.0
bus9,U100_b7a,2020,MW,0.0
bus9,U100_b7b,2020,MW,0.0
bus9,U100_b7c,2020,MW,0.0
bus9,U197_b13a,2020,MW,0.0
bus9,U197_b13b,2020,MW,0.0
bus9,U197_b13c,2020,MW,0.0
bus9,U12_b15a,2020,MW,0.0
bus9,U12_b15b,2020,MW,0.0
bus9,U12_b15c,2020,MW,0.0
bus9,U12_b15d,2020,MW,0.0
bus9,U12_b15e,2020,MW,0.0
bus9,U155_b15,2020,MW,0.0
bus9,U155_b16,2020,MW,0.0
bus9,U400_b18,2020,MW,0.0
bus9,U400_b21,2020,MW,0.0
bus9,U50_b22a,2020,MW,0.0
bus9,U50_b22b,2020,MW,0.0
bus9,U50_b22c,2020,MW,0.0
bus9,U50_b22d,2020,MW,0.0
bus9,U50_b22e,2020,MW,0.0
bus9,U50_b22f,2020,MW,0.0
bus9,U155_b23a,2020,MW,0.0
bus9,U155_b23b,2020,MW,0.0
bus9,U350_b23,2020,MW,0.0
bus10,U20_b1a,2020,MW,0.0
bus10,U20_b1b,2020,MW,0.0
bus10,U76_b1a,2020,MW,0.0
bus10,U76_b1b,2020,MW,0.0
bus10,U20_b2a,2020,MW,0.0
bus10,U20_b2b,2020,MW,0.0
bus10,U76_b2a,2020,MW,0.0
bus10,U76_b2b,2020,MW,0.0
bus10,U100_b7a,2020,MW,0.0
bus10,U100_b7b,2020,MW,0.0
bus10,U100_b7c,2020,MW,0.0
bus10,U197_b13a,2020,MW,0.0
bus10,U197_b13b,2020,MW,0.0
bus10,U197_b13c,2020,MW,0.0
bus10,U12_b15a,2020,MW,0.0
bus10,U12_b15b,2020,MW,0.0
bus10,U12_b15c,2020,MW,0.0
bus10,U12_b15d,2020,MW,0.0
bus10,U12_b15e,2020,MW,0.0
bus10,U155_b15,2020,MW,0.0
bus10,U155_b16,2020,MW,0.0
bus10,U400_b18,2020,MW,0.0
bus10,U400_b21,2020,MW,0.0
bus10,U50_b22a,2020,MW,0.0
bus10,U50_b22b,2020,MW,0.0
bus10,U50_b22c,2020,MW,0.0
bus10,U50_b22d,2020,MW,0.0
bus10,U50_b22e,2020,MW,0.0
bus10,U50_b22f,2020,MW,0.0
bus10,U155_b23a,2020,MW,0.0
bus10,U155_b23b,2020,MW,0.0
bus10,U350_b23,2020,MW,0.0
bus11,U20_b1a,2020,MW,0.0
bus11,U20_b1b,2020,MW,0.0
bus11,U76_b1a,2020,MW,0.0
bus11,U76_b1b,2020,MW,0.0
bus11,U20_b2a,2020,MW,0.0
bus11,U20_b2b,2020,MW,0.0
bus11,U76_b2a,2020,MW,0.0
bus11,U76_b2b,2020,MW,0.0
bus11,U100_b7a,2020,MW,0.0
bus11,U100_b7b,2020,MW,0.0
bus11,U100_b7c,2020,MW,0.0
bus11,U197_b13a,2020,MW,0.0
bus11,U197_b13b,2020,MW,0.0
bus11,U197_b13c,2020,MW,0.0
bus11,U12_b15a,2020,MW,0.0
bus11,U12_b15b,2020,MW,0.0
bus11,U12_b15c,2020,MW,0.0
bus11,U12_b15d,2020,MW,0.0
bus11,U12_b15e,2020,MW,0.0
bus11,U155_b15,2020,MW,0.0
bus11,U155_b16,2020,MW,0.0
bus11,U400_b18,2020,MW,0.0
bus11,U400_b21,2020,MW,0.0
bus11,U50_b22a,2020,MW,0.0
bus11,U50_b22b,2020,MW,0.0
bus11,U50_b22c,2020,MW,0.0
bus11,U50_b22d,2020,MW,0.0
bus11,U50_b22e,2020,MW,0.0
bus11,U50_b22f,2020,MW,0.0
bus11,U155_b23a,2020,MW,0.0
bus11,U155_b23b,2020,MW,0.0
bus11,U350_b23,2020,MW,0.0
bus12,U20_b1a,2020,MW,0.0
bus12,U20_b1b,2020,MW,0.0
bus12,U76_b1a,2020,MW,0.0
bus12,U76_b1b,2020,MW,0.0
bus12,U20_b2a,2020,MW,0.0
bus12,U20_b2b,2020,MW,0.0
bus12,U76_b2a,2020,MW,0.0
bus12,U76_b2b,2020,MW,0.0
bus12,U100_b7a,2020,MW,0.0
bus12,U100_b7b,2020,MW,0.0
bus12,U100_b7c,2020,MW,0.0
bus12,U197_b13a,2020,MW,0.0
bus12,U197_b13b,2020,MW,0.0
bus12,U197_b13c,2020,MW,0.0
bus12,U12_b15a,2020,MW,0.0
bus12,U12_b15b,2020,MW,0.0
bus12,U12_b15c,2020,MW,0.0
bus12,U12_b15d,2020,MW,0.0
bus12,U12_b15e,2020,MW,0.0
bus12,U155_b15,2020,MW,0.0
bus12,U155_b16,2020,MW,0.0
bus12,U400_b18,2020,MW,0.0
bus12,U400_b21,2020,MW,0.0
bus12,U50_b22a,2020,MW,0.0
bus12,U50_b22b,2020,MW,0.0
bus12,U50_b22c,2020,MW,0.0
bus12,U50_b22d,2020,MW,0.0
bus12,U50_b22e,2020,MW,0.0
bus12,U50_b22f,2020,MW,0.0
bus12,U155_b23a,2020,MW,0.0
bus12,U155_b23b,2020,MW,0.0
bus12,U350_b23,2020,MW,0.0
bus13,U20_b1a,2020,MW,0.0
bus13,U20_b1b,2020,MW,0.0
bus13,U76_b1a,2020,MW,0.0
bus13,U76_b1b,2020,MW,0.0
bus13,U20_b2a,2020,MW,0.0
bus13,U20_b2b,2020,MW,0.0
bus13,U76_b2a,2020,MW,0.0
bus13,U76_b2b,2020,MW,0.0
bus13,U100_b7a,2020,MW,0.0
bus13,U100_b7b,2020,MW,0.0
bus13,U100_b7c,2020,MW,0.0
bus13,U197_b13a,2020,MW,197.0
bus13,U197_b13b,2020,MW,197.0
bus13,U197_b13c,2020,MW,197.0
bus13,U12_b15a,2020,MW,0.0
bus13,U12_b15b,2020,MW,0.0
bus13,U12_b15c,2020,MW,0.0
bus13,U12_b15d,2020,MW,0.0
bus13,U12_b15e,2020,MW,0.0
bus13,U155_b15,2020,MW,0.0
bus13,U155_b16,2020,MW,0.0
bus13,U400_b18,2020,MW,0.0
bus13,U400_b21,2020,MW,0.0
bus13,U50_b22a,2020,MW,0.0
bus13,U50_b22b,2020,MW,0.0
bus13,U50_b22c,2020,MW,0.0
bus13,U50_b22d,2020,MW,0.0
bus13,U50_b22e,2020,MW,0.0
bus13,U50_b22f,2020,MW,0.0
bus13,U155_b23a,2020,MW,0.0
bus13,U155_b23b,2020,MW,0.0
bus13,U350_b23,2020,MW,0.0
bus14,U20_b1a,2020,MW,0.0
bus14,U20_b1b,2020,MW,0.0
bus14,U76_b1a,2020,MW,0.0
bus14,U76_b1b,2020,MW,0.0
bus14,U20_b2a,2020,MW,0.0
bus14,U20_b2b,2020,MW,0.0
bus14,U76_b2a,2020,MW,0.0
bus14,U76_b2b,2020,MW,0.0
bus14,U100_b7a,2020,MW,0.0
bus14,U100_b7b,2020,MW,0.0
bus14,U100_b7c,2020,MW,0.0
bus14,U197_b13a,2020,MW,0.0
bus14,U197_b13b,2020,MW,0.0
bus14,U197_b13c,2020,MW,0.0
bus14,U12_b15a,2020,MW,0.0
bus14,U12_b15b,2020,MW,0.0
bus14,U12_b15c,2020,MW,0.0
bus14,U12_b15d,2020,MW,0.0
bus14,U12_b15e,2020,MW,0.0
bus14,U155_b15,2020,MW,0.0
bus14,U155_b16,2020,MW,0.0
bus14,U400_b18,2020,MW,0.0
bus14,U400_b21,2020,MW,0.0
bus14,U50_b22a,2020,MW,0.0
bus14,U50_b22b,2020,MW,0.0
bus14,U50_b22c,2020,MW,0.0
bus14,U50_b22d,2020,MW,0.0
bus14,U50_b22e,2020,MW,0.0
bus14,U50_b22f,2020,MW,0.0
bus14,U155_b23a,2020,MW,0.0
bus14,U155_b23b,2020,MW,0.0
bus14,U350_b23,2020,MW,0.0
bus15,U20_b1a,2020,MW,0.0
bus15,U20_b1b,2020,MW,0.0
bus15,U76_b1a,2020,MW,0.0
bus15,U76_b1b,2020,MW,0.0
bus15,U20_b2a,2020,MW,0.0
bus15,U20_b2b,2020,MW,0.0
bus15,U76_b2a,2020,MW,0.0
bus15,U76_b2b,2020,MW,0.0
bus15,U100_b7a,2020,MW,0.0
bus15,U100_b7b,2020,MW,0.0
bus15,U100_b7c,2020,MW,0.0
bus15,U197_b13a,2020,MW,0.0
bus15,U197_b13b,2020,MW,0.0
bus15,U197_b13c,2020,MW,0.0
bus15,U12_b15a,2020,MW,12.0
bus15,U12_b15b,2020,MW,12.0
bus15,U12_b15c,2020,MW,12.0
bus15,U12_b15d,2020,MW,12.0
bus15,U12_b15e,2020,MW,12.0
bus15,U155_b15,2020,MW,155.0
bus15,U155_b16,2020,MW,0.0
bus15,U400_b18,2020,MW,0.0
bus15,U400_b21,2020,MW,0.0
bus15,U50_b22a,2020,MW,0.0
bus15,U50_b22b,2020,MW,0.0
bus15,U50_b22c,2020,MW,0.0
bus15,U50_b22d,2020,MW,0.0
bus15,U50_b22e,2020,MW,0.0
bus15,U50_b22f,2020,MW,0.0
bus15,U155_b23a,2020,MW,0.0
bus15,U155_b23b,2020,MW,0.0
bus15,U350_b23,2020,MW,0.0
bus16,U20_b1a,2020,MW,0.0
bus16,U20_b1b,2020,MW,0.0
bus16,U76_b1a,2020,MW,0.0
bus16,U76_b1b,2020,MW,0.0
bus16,U20_b2a,2020,MW,0.0
bus16,U20_b2b,2020,MW,0.0
bus16,U76_b2a,2020,MW,0.0
bus16,U76_b2b,2020,MW,0.0
bus16,U100_b7a,2020,MW,0.0
bus16,U100_b7b,2020,MW,0.0
bus16,U100_b7c,2020,MW,0.0
bus16,U197_b13a,2020,MW,0.0
bus16,U197_b13b,2020,MW,0.0
bus16,U197_b13c,2020,MW,0.0
bus16,U12_b15a,2020,MW,0.0
bus16,U12_b15b,2020,MW,0.0
bus16,U12_b15c,2020,MW,0.0
bus16,U12_b15d,2020,MW,0.0
bus16,U12_b15e,2020,MW,0.0
bus16,U155_b15,2020,MW,0.0
bus16,U155_b16,2020,MW,155.0
bus16,U400_b18,2020,MW,0.0
bus16,U400_b21,2020,MW,0.0
bus16,U50_b22a,2020,MW,0.0
bus16,U50_b22b,2020,MW,0.0
bus16,U50_b22c,2020,MW,0.0
bus16,U50_b22d,2020,MW,0.0
bus16,U50_b22e,2020,MW,0.0
bus16,U50_b22f,2020,MW,0.0
bus16,U155_b23a,2020,MW,0.0
bus16,U155_b23b,2020,MW,0.0
bus16,U350_b23,2020,MW,0.0
bus17,U20_b1a,2020,MW,0.0
bus17,U20_b1b,2020,MW,0.0
bus17,U76_b1a,2020,MW,0.0
bus17,U76_b1b,2020,MW,0.0
bus17,U20_b2a,2020,MW,0.0
bus17,U20_b2b,2020,MW,0.0
bus17,U76_b2a,2020,MW,0.0
bus17,U76_b2b,2020,MW,0.0
bus17,U100_b7a,2020,MW,0.0
bus17,U100_b7b,2020,MW,0.0
bus17,U100_b7c,2020,MW,0.0
bus17,U197_b13a,2020,MW,0.0
bus17,U197_b13b,2020,MW,0.0
bus17,U197_b13c,2020,MW,0.0
bus17,U12_b15a,2020,MW,0.0
bus17,U12_b15b,2020,MW,0.0
bus17,U12_b15c,2020,MW,0.0
bus17,U12_b15d,2020,MW,0.0
bus17,U12_b15e,2020,MW,0.0
bus17,U155_b15,2020,MW,0.0
bus17,U155_b16,2020,MW,0.0
bus17,U400_b18,2020,MW,0.0
bus17,U400_b21,2020,MW,0.0
bus17,U50_b22a,2020,MW,0.0
bus17,U50_b22b,2020,MW,0.0
bus17,U50_b22c,2020,MW,0.0
bus17,U50_b22d,2020,MW,0.0
bus17,U50_b22e,2020,MW,0.0
bus17,U50_b22f,2020,MW,0.0
bus17,U155_b23a,2020,MW,0.0
bus17,U155_b23b,2020,MW,0.0
bus17,U350_b23,2020,MW,0.0
bus18,U20_b1a,2020,MW,0.0
bus18,U20_b1b,2020,MW,0.0
bus18,U76_b1a,2020,MW,0.0
bus18,U76_b1b,2020,MW,0.0
bus18,U20_b2a,2020,MW,0.0
bus18,U20_b2b,2020,MW,0.0
bus18,U76_b2a,2020,MW,0.0
bus18,U76_b2b,2020,MW,0.0
bus18,U100_b7a,2020,MW,0.0
bus18,U100_b7b,2020,MW,0.0
bus18,U100_b7c,2020,MW,0.0
bus18,U197_b13a,2020,MW,0.0
bus18,U197_b13b,2020,MW,0.0
bus18,U197_b13c,2020,MW,0.0
bus18,U12_b15a,2020,MW,0.0
bus18,U12_b15b,2020,MW,0.0
bus18,U12_b15c,2020,MW,0.0
bus18,U12_b15d,2020,MW,0.0
bus18,U12_b15e,2020,MW,0.0
bus18,U155_b15,2020,MW,0.0
bus18,U155_b16,2020,MW,0.0
bus18,U400_b18,2020,MW,400.0
bus18,U400_b21,2020,MW,0.0
bus18,U50_b22a,2020,MW,0.0
bus18,U50_b22b,2020,MW,0.0
bus18,U50_b22c,2020,MW,0.0
bus18,U50_b22d,2020,MW,0.0
bus18,U50_b22e,2020,MW,0.0
bus18,U50_b22f,2020,MW,0.0
bus18,U155_b23a,2020,MW,0.0
bus18,U155_b23b,2020,MW,0.0
bus18,U350_b23,2020,MW,0.0
bus19,U20_b1a,2020,MW,0.0
bus19,U20_b1b,2020,MW,0.0
bus19,U76_b1a,2020,MW,0.0
bus19,U76_b1b,2020,MW,0.0
bus19,U20_b2a,2020,MW,0.0
bus19,U20_b2b,2020,MW,0.0
bus19,U76_b2a,2020,MW,0.0
bus19,U76_b2b,2020,MW,0.0
bus19,U100_b7a,2020,MW,0.0
bus19,U100_b7b,2020,MW,0.0
bus19,U100_b7c,2020,MW,0.0
bus19,U197_b13a,2020,MW,0.0
bus19,U197_b13b,2020,MW,0.0
bus19,U197_b13c,2020,MW,0.0
bus19,U12_b15a,2020,MW,0.0
bus19,U12_b15b,2020,MW,0.0
bus19,U12_b15c,2020,MW,0.0
bus19,U12_b15d,2020,MW,0.0
bus19,U12_b15e,2020,MW,0.0
bus19,U155_b15,2020,MW,0.0
bus19,U155_b16,2020,MW,0.0
bus19,U400_b18,2020,MW,0.0
bus19,U400_b21,2020,MW,0.0
bus19,U50_b22a,2020,MW,0.0
bus19,U50_b22b,2020,MW,0.0
bus19,U50_b22c,2020,MW,0.0
bus19,U50_b22d,2020,MW,0.0
bus19,U50_b22e,2020,MW,0.0
bus19,U50_b22f,2020,MW,0.0
bus19,U155_b23a,2020,MW,0.0
bus19,U155_b23b,2020,MW,0.0
bus19,U350_b23,2020,MW,0.0
bus20,U20_b1a,2020,MW,0.0
bus20,U20_b1b,2020,MW,0.0
bus20,U76_b1a,2020,MW,0.0
bus20,U76_b1b,2020,MW,0.0
bus20,U20_b2a,2020,MW,0.0
bus20,U20_b2b,2020,MW,0.0
bus20,U76_b2a,2020,MW,0.0
bus20,U76_b2b,2020,MW,0.0
bus20,U100_b7a,2020,MW,0.0
bus20,U100_b7b,2020,MW,0.0
bus20,U100_b7c,2020,MW,0.0
bus20,U197_b13a,2020,MW,0.0
bus20,U197_b13b,2020,MW,0.0
bus20,U197_b13c,2020,MW,0.0
bus20,U12_b15a,2020,MW,0.0
bus20,U12_b15b,2020,MW,0.0
bus20,U12_b15c,2020,MW,0.0
bus20,U12_b15d,2020,MW,0.0
bus20,U12_b15e,2020,MW,0.0
bus20,U155_b15,2020,MW,0.0
bus20,U155_b16,2020,MW,0.0
bus20,U400_b18,2020,MW,0.0
bus20,U400_b21,2020,MW,0.0
bus20,U50_b22a,2020,MW,0.0
bus20,U50_b22b,2020,MW,0.0
bus20,U50_b22c,2020,MW,0.0
bus20,U50_b22d,2020,MW,0.0
bus20,U50_b22e,2020,MW,0.0
bus20,U50_b22f,2020,MW,0.0
bus20,U155_b23a,2020,MW,0.0
bus20,U155_b23b,2020,MW,0.0
bus20,U350_b23,2020,MW,0.0
bus21,U20_b1a,2020,MW,0.0
bus21,U20_b1b,2020,MW,0.0
bus21,U76_b1a,2020,MW,0.0
bus21,U76_b1b,2020,MW,0.0
bus21,U20_b2a,2020,MW,0.0
bus21,U20_b2b,2020,MW,0.0
bus21,U76_b2a,2020,MW,0.0
bus21,U76_b2b,2020,MW,0.0
bus21,U100_b7a,2020,MW,0.0
bus21,U100_b7b,2020,MW,0.0
bus21,U100_b7c,2020,MW,0.0
bus21,U197_b13a,2020,MW,0.0
bus21,U197_b13b,2020,MW,0.0
bus21,U197_b13c,2020,MW,0.0
bus21,U12_b15a,2020,MW,0.0
bus21,U12_b15b,2020,MW,0.0
bus21,U12_b15c,2020,MW,0.0
bus21,U12_b15d,2020,MW,0.0
bus21,U12_b15e,2020,MW,0.0
bus21,U155_b15,2020,MW,0.0
bus21,U155_b16,2020,MW,0.0
bus21,U400_b18,2020,MW,0.0
bus21,U400_b21,2020,MW,400.0
bus21,U50_b22a,2020,MW,0.0
bus21,U50_b22b,2020,MW,0.0
bus21,U50_b22c,2020,MW,0.0
bus21,U50_b22d,2020,MW,0.0
bus21,U50_b22e,2020,MW,0.0
bus21,U50_b22f,2020,MW,0.0
bus21,U155_b23a,2020,MW,0.0
