zone,tech,age,unit,value
BA1,Nuclear,37,MW,0
BA1,Nuclear,38,MW,0
BA1,Nuclear,39,MW,0
BA1,Nuclear,40,MW,0
BA1,Nuclear,41,MW,0
BA1,Nuclear,42,MW,0
BA1,Nuclear,43,MW,0
BA1,Nuclear,44,MW,0
BA1,Nuclear,45,MW,0
BA1,Nuclear,46,MW,0
BA1,Nuclear,47,MW,0
BA1,Nuclear,48,MW,0
BA1,Nuclear,49,MW,0
BA1,Nuclear,50,MW,0
BA1,Nuclear,51,MW,0
BA1,Nuclear,52,MW,0
BA1,Nuclear,53,MW,0
BA1,Nuclear,54,MW,0
BA1,Nuclear,55,MW,0
BA1,Nuclear,56,MW,0
BA1,Nuclear,57,MW,0
BA1,Nuclear,58,MW,0
BA1,Nuclear,59,MW,0
BA1,Nuclear,60,MW,0
BA1,Nuclear,61,MW,0
BA1,Nuclear,62,MW,0
BA1,Nuclear,63,MW,0
BA1,Nuclear,64,MW,0
BA1,Nuclear,65,MW,0
BA1,Nuclear,66,MW,0
BA1,Nuclear,67,MW,0
BA1,Nuclear,68,MW,0
BA1,Nuclear,69,MW,0
BA1,Nuclear,70,MW,0
BA1,Nuclear,71,MW,0
BA1,Nuclear,72,MW,0
BA1,Nuclear,73,MW,0
BA1,Nuclear,74,MW,0
BA1,Nuclear,75,MW,0
BA1,Nuclear,76,MW,0
BA1,Nuclear,77,MW,0
BA1,Nuclear,78,MW,0
BA1,Nuclear,79,MW,0
BA1,Nuclear,80,MW,0
BA1,Nuclear,81,MW,0
BA1,Nuclear,82,MW,0
BA1,Nuclear,83,MW,0
BA1,Nuclear,84,MW,0
BA1,Nuclear,85,MW,0
BA1,Nuclear,86,MW,0
BA1,Nuclear,87,MW,0
BA1,Nuclear,88,MW,0
BA1,Nuclear,89,MW,0
BA1,Nuclear,90,MW,0
BA1,Nuclear,91,MW,0
BA1,Nuclear,92,MW,0
BA1,Nuclear,93,MW,0
BA1,Nuclear,94,MW,0
BA1,Nuclear,95,MW,0
BA1,Nuclear,96,MW,0
BA1,Nuclear,97,MW,0
BA1,Nuclear,98,MW,0
BA1,Nuclear,99,MW,0
BA1,Solar,0,MW,0
BA1,Solar,1,MW,0
BA1,Solar,2,MW,0
BA1,Solar,3,MW,0
BA1,Solar,4,MW,0
BA1,Solar,5,MW,0
BA1,Solar,6,MW,0
BA1,Solar,7,MW,0
BA1,Solar,8,MW,0
BA1,Solar,9,MW,0
BA1,Solar,10,MW,0
BA1,Solar,11,MW,0
BA1,Solar,12,MW,0
BA1,Solar,13,MW,0
BA1,Solar,14,MW,0
BA1,Solar,15,MW,0
BA1,Solar,16,MW,0
BA1,Solar,17,MW,0
BA1,Solar,18,MW,0
BA1,Solar,19,MW,0
BA1,Solar,20,MW,0
BA1,Solar,21,MW,0
BA1,Solar,22,MW,0
BA1,Solar,23,MW,0
BA1,Solar,24,MW,0
BA1,Solar,25,MW,0
BA1,Solar,26,MW,0
BA1,Solar,27,MW,0
BA1,Solar,28,MW,0
BA1,Solar,29,MW,0
BA1,Solar,30,MW,0
BA1,Solar,31,MW,0
BA1,Solar,32,MW,0
BA1,Solar,33,MW,0
BA1,Solar,34,MW,0
BA1,Solar,35,MW,0
BA1,Solar,36,MW,0
BA1,Solar,37,MW,0
BA1,Solar,38,MW,0
BA1,Solar,39,MW,0
BA1,Solar,40,MW,0
BA1,Solar,41,MW,0
BA1,Solar,42,MW,0
BA1,Solar,43,MW,0
BA1,Solar,44,MW,0
BA1,Solar,45,MW,0
BA1,Solar,46,MW,0
BA1,Solar,47,MW,0
BA1,Solar,48,MW,0
BA1,Solar,49,MW,0
BA1,Solar,50,MW,0
BA1,Solar,51,MW,0
BA1,Solar,52,MW,0
BA1,Solar,53,MW,0
BA1,Solar,54,MW,0
BA1,Solar,55,MW,0
BA1,Solar,56,MW,0
BA1,Solar,57,MW,0
BA1,Solar,58,MW,0
BA1,Solar,59,MW,0
BA1,Solar,60,MW,0
BA1,Solar,61,MW,0
BA1,Solar,62,MW,0
BA1,Solar,63,MW,0
BA1,Solar,64,MW,0
BA1,Solar,65,MW,0
BA1,Solar,66,MW,0
BA1,Solar,67,MW,0
BA1,Solar,68,MW,0
BA1,Solar,69,MW,0
BA1,Solar,70,MW,0
BA1,Solar,71,MW,0
BA1,Solar,72,MW,0
BA1,Solar,73,MW,0
BA1,Solar,74,MW,0
BA1,Solar,75,MW,0
BA1,Solar,76,MW,0
BA1,Solar,77,MW,0
BA1,Solar,78,MW,0
BA1,Solar,79,MW,0
BA1,Solar,80,MW,0
BA1,Solar,81,MW,0
BA1,Solar,82,MW,0
BA1,Solar,83,MW,0
BA1,Solar,84,MW,0
BA1,Solar,85,MW,0
BA1,Solar,86,MW,0
BA1,Solar,87,MW,0
BA1,Solar,88,MW,0
BA1,Solar,89,MW,0
BA1,Solar,90,MW,0
BA1,Solar,91,MW,0
BA1,Solar,92,MW,0
BA1,Solar,93,MW,0
BA1,Solar,94,MW,0
BA1,Solar,95,MW,0
BA1,Solar,96,MW,0
BA1,Solar,97,MW,0
BA1,Solar,98,MW,0
BA1,Solar,99,MW,0
BA1,Storage,0,MW,0
BA1,Storage,1,MW,0
BA1,Storage,2,MW,0
BA1,Storage,3,MW,0
BA1,Storage,4,MW,0
BA1,Storage,5,MW,0
BA1,Storage,6,MW,0
BA1,Storage,7,MW,0
BA1,Storage,8,MW,0
BA1,Storage,9,MW,0
BA1,Storage,10,MW,0
BA1,Storage,11,MW,0
BA1,Storage,12,MW,0
BA1,Storage,13,MW,0
BA1,Storage,14,MW,0
BA1,Storage,15,MW,0
BA1,Storage,16,MW,0
BA1,Storage,17,MW,0
BA1,Storage,18,MW,0
BA1,Storage,19,MW,0
BA1,Storage,20,MW,0
BA1,Storage,21,MW,0
BA1,Storage,22,MW,0
BA1,Storage,23,MW,0
BA1,Storage,24,MW,0
BA1,Storage,25,MW,0
BA1,Storage,26,MW,0
BA1,Storage,27,MW,0
BA1,Storage,28,MW,0
BA1,Storage,29,MW,0
BA1,Storage,30,MW,0
BA1,Storage,31,MW,0
BA1,Storage,32,MW,0
BA1,Storage,33,MW,0
BA1,Storage,34,MW,0
BA1,Storage,35,MW,0
BA1,Storage,36,MW,0
BA1,Storage,37,MW,0
BA1,Storage,38,MW,0
BA1,Storage,39,MW,0
BA1,Storage,40,MW,0
BA1,Storage,41,MW,0
BA1,Storage,42,MW,0
BA1,Storage,43,MW,0
BA1,Storage,44,MW,0
BA1,Storage,45,MW,0
BA1,Storage,46,MW,0
BA1,Storage,47,MW,0
BA1,Storage,48,MW,0
BA1,Storage,49,MW,0
BA1,Storage,50,MW,0
BA1,Storage,51,MW,0
BA1,Storage,52,MW,0
BA1,Storage,53,MW,0
BA1,Storage,54,MW,0
BA1,Storage,55,MW,0
BA1,Storage,56,MW,0
BA1,Storage,57,MW,0
BA1,Storage,58,MW,0
BA1,Storage,59,MW,0
BA1,Storage,60,MW,0
BA1,Storage,61,MW,0
BA1,Storage,62,MW,0
BA1,Storage,63,MW,0
BA1,Storage,64,MW,0
BA1,Storage,65,MW,0
BA1,Storage,66,MW,0
BA1,Storage,67,MW,0
BA1,Storage,68,MW,0
BA1,Storage,69,MW,0
BA1,Storage,70,MW,0
BA1,Storage,71,MW,0
BA1,Storage,72,MW,0
BA1,Storage,73,MW,0
BA1,Storage,74,MW,0
BA1,Storage,75,MW,0
BA1,Storage,76,MW,0
BA1,Storage,77,MW,0
BA1,Storage,78,MW,0
BA1,Storage,79,MW,0
BA1,Storage,80,MW,0
BA1,Storage,81,MW,0
BA1,Storage,82,MW,0
BA1,Storage,83,MW,0
BA1,Storage,84,MW,0
BA1,Storage,85,MW,0
BA1,Storage,86,MW,0
BA1,Storage,87,MW,0
BA1,Storage,88,MW,0
BA1,Storage,89,MW,0
BA1,Storage,90,MW,0
BA1,Storage,91,MW,0
BA1,Storage,92,MW,0
BA1,Storage,93,MW,0
BA1,Storage,94,MW,0
BA1,Storage,95,MW,0
BA1,Storage,96,MW,0
BA1,Storage,97,MW,0
BA1,Storage,98,MW,0
BA1,Storage,99,MW,0
BA1,Wind,0,MW,0
BA1,Wind,1,MW,0
BA1,Wind,2,MW,0
BA1,Wind,3,MW,0
BA1,Wind,4,MW,0
BA1,Wind,5,MW,0
BA1,Wind,6,MW,0
BA1,Wind,7,MW,0
BA1,Wind,8,MW,0
BA1,Wind,9,MW,0
BA1,Wind,10,MW,0
BA1,Wind,11,MW,0
BA1,Wind,12,MW,0
BA1,Wind,13,MW,0
BA1,Wind,14,MW,0
BA1,Wind,15,MW,0
BA1,Wind,16,MW,0
BA1,Wind,17,MW,0
BA1,Wind,18,MW,0
BA1,Wind,19,MW,0
BA1,Wind,20,MW,0
BA1,Wind,21,MW,0
BA1,Wind,22,MW,0
BA1,Wind,23,MW,0
BA1,Wind,24,MW,0
BA1,Wind,25,MW,0
BA1,Wind,26,MW,0
BA1,Wind,27,MW,0
BA1,Wind,28,MW,0
BA1,Wind,29,MW,0
BA1,Wind,30,MW,0
BA1,Wind,31,MW,0
BA1,Wind,32,MW,0
BA1,Wind,33,MW,0
BA1,Wind,34,MW,0
BA1,Wind,35,MW,0
BA1,Wind,36,MW,0
BA1,Wind,37,MW,0
BA1,Wind,38,MW,0
BA1,Wind,39,MW,0
BA1,Wind,40,MW,0
BA1,Wind,41,MW,0
BA1,Wind,42,MW,0
BA1,Wind,43,MW,0
BA1,Wind,44,MW,0
BA1,Wind,45,MW,0
BA1,Wind,46,MW,0
BA1,Wind,47,MW,0
BA1,Wind,48,MW,0
BA1,Wind,49,MW,0
BA1,Wind,50,MW,0
BA1,Wind,51,MW,0
BA1,Wind,52,MW,0
BA1,Wind,53,MW,0
BA1,Wind,54,MW,0
BA1,Wind,55,MW,0
BA1,Wind,56,MW,0
BA1,Wind,57,MW,0
BA1,Wind,58,MW,0
BA1,Wind,59,MW,0
BA1,Wind,60,MW,0
BA1,Wind,61,MW,0
BA1,Wind,62,MW,0
BA1,Wind,63,MW,0
BA1,Wind,64,MW,0
BA1,Wind,65,MW,0
BA1,Wind,66,MW,0
BA1,Wind,67,MW,0
BA1,Wind,68,MW,0
BA1,Wind,69,MW,0
BA1,Wind,70,MW,0
BA1,Wind,71,MW,0
BA1,Wind,72,MW,0
BA1,Wind,73,MW,0
BA1,Wind,74,MW,0
BA1,Wind,75,MW,0
BA1,Wind,76,MW,0
BA1,Wind,77,MW,0
BA1,Wind,78,MW,0
BA1,Wind,79,MW,0
BA1,Wind,80,MW,0
BA1,Wind,81,MW,0
BA1,Wind,82,MW,0
BA1,Wind,83,MW,0
BA1,Wind,84,MW,0
BA1,Wind,85,MW,0
BA1,Wind,86,MW,0
BA1,Wind,87,MW,0
BA1,Wind,88,MW,0
BA1,Wind,89,MW,0
BA1,Wind,90,MW,0
BA1,Wind,91,MW,0
BA1,Wind,92,MW,0
BA1,Wind,93,MW,0
BA1,Wind,94,MW,0
BA1,Wind,95,MW,0
BA1,Wind,96,MW,0
BA1,Wind,97,MW,0
BA1,Wind,98,MW,0
BA1,Wind,99,MW,0
BA2,Coal,0,MW,0
BA2,Coal,1,MW,0
BA2,Coal,2,MW,0
BA2,Coal,3,MW,0
BA2,Coal,4,MW,0
BA2,Coal,5,MW,0
BA2,Coal,6,MW,0
BA2,Coal,7,MW,0
BA2,Coal,8,MW,0
BA2,Coal,9,MW,0
BA2,Coal,10,MW,0
BA2,Coal,11,MW,0
BA2,Coal,12,MW,0
BA2,Coal,13,MW,0
BA2,Coal,14,MW,0
BA2,Coal,15,MW,0
BA2,Coal,16,MW,0
BA2,Coal,17,MW,0
BA2,Coal,18,MW,0
BA2,Coal,19,MW,0
BA2,Coal,20,MW,0
BA2,Coal,21,MW,0
BA2,Coal,22,MW,0
BA2,Coal,23,MW,0
BA2,Coal,24,MW,0
BA2,Coal,25,MW,0
BA2,Coal,26,MW,0
BA2,Coal,27,MW,0
BA2,Coal,28,MW,0
BA2,Coal,29,MW,0
BA2,Coal,30,MW,0
BA2,Coal,31,MW,0
BA2,Coal,32,MW,0
BA2,Coal,33,MW,0
BA2,Coal,34,MW,0
BA2,Coal,35,MW,0
BA2,Coal,36,MW,0
BA2,Coal,37,MW,0
BA2,Coal,38,MW,0
BA2,Coal,39,MW,0
BA2,Coal,40,MW,0
BA2,Coal,41,MW,0
BA2,Coal,42,MW,0
BA2,Coal,43,MW,0
BA2,Coal,44,MW,0
BA2,Coal,45,MW,0
BA2,Coal,46,MW,0
BA2,Coal,47,MW,0
BA2,Coal,48,MW,0
BA2,Coal,49,MW,0
BA2,Coal,50,MW,0
BA2,Coal,51,MW,0
BA2,Coal,52,MW,0
BA2,Coal,53,MW,0
BA2,Coal,54,MW,0
BA2,Coal,55,MW,0
BA2,Coal,56,MW,0
BA2,Coal,57,MW,0
BA2,Coal,58,MW,0
BA2,Coal,59,MW,0
BA2,Coal,60,MW,0
BA2,Coal,61,MW,0
BA2,Coal,62,MW,0
BA2,Coal,63,MW,0
BA2,Coal,64,MW,0
BA2,Coal,65,MW,0
BA2,Coal,66,MW,0
BA2,Coal,67,MW,0
BA2,Coal,68,MW,0
BA2,Coal,69,MW,0
BA2,Coal,70,MW,0
BA2,Coal,71,MW,0
BA2,Coal,72,MW,0
BA2,Coal,73,MW,0
BA2,Coal,74,MW,0
BA2,Coal,75,MW,0
BA2,Coal,76,MW,0
BA2,Coal,77,MW,0
BA2,Coal,78,MW,0
BA2,Coal,79,MW,0
BA2,Coal,80,MW,0
BA2,Coal,81,MW,0
BA2,Coal,82,MW,0
BA2,Coal,83,MW,0
BA2,Coal,84,MW,0
BA2,Coal,85,MW,0
BA2,Coal,86,MW,0
BA2,Coal,87,MW,0
BA2,Coal,88,MW,0
BA2,Coal,89,MW,0
BA2,Coal,90,MW,0
BA2,Coal,91,MW,0
BA2,Coal,92,MW,0
BA2,Coal,93,MW,0
BA2,Coal,94,MW,0
BA2,Coal,95,MW,0
BA2,Coal,96,MW,0
BA2,Coal,97,MW,0
BA2,Coal,98,MW,0
BA2,Coal,99,MW,0
BA2,Hydro,0,MW,2804
BA2,Hydro,1,MW,0
BA2,Hydro,2,MW,0
BA2,Hydro,3,MW,0
BA2,Hydro,4,MW,0
BA2,Hydro,5,MW,0
BA2,Hydro,6,MW,0
BA2,Hydro,7,MW,0
BA2,Hydro,8,MW,0
BA2,Hydro,9,MW,0
BA2,Hydro,10,MW,0
BA2,Hydro,11,MW,0
BA2,Hydro,12,MW,0
BA2,Hydro,13,MW,0
BA2,Hydro,14,MW,0
BA2,Hydro,15,MW,0
BA2,Hydro,16,MW,0
BA2,Hydro,17,MW,0
BA2,Hydro,18,MW,0
BA2,Hydro,19,MW,0
BA2,Hydro,20,MW,0
BA2,Hydro,21,MW,0
BA2,Hydro,22,MW,0
BA2,Hydro,23,MW,0
BA2,Hydro,24,MW,0
BA2,Hydro,25,MW,0
BA2,Hydro,26,MW,0
BA2,Hydro,27,MW,0
BA2,Hydro,28,MW,0
BA2,Hydro,29,MW,0
BA2,Hydro,30,MW,0
BA2,Hydro,31,MW,0
BA2,Hydro,32,MW,0
BA2,Hydro,33,MW,0
BA2,Hydro,34,MW,0
BA2,Hydro,35,MW,0
BA2,Hydro,36,MW,0
BA2,Hydro,37,MW,0
BA2,Hydro,38,MW,0
BA2,Hydro,39,MW,0
BA2,Hydro,40,MW,0
BA2,Hydro,41,MW,0
BA2,Hydro,42,MW,0
BA2,Hydro,43,MW,0
BA2,Hydro,44,MW,0
BA2,Hydro,45,MW,0
BA2,Hydro,46,MW,0
BA2,Hydro,47,MW,0
BA2,Hydro,48,MW,0
BA2,Hydro,49,MW,0
BA2,Hydro,50,MW,0
BA2,Hydro,51,MW,0
BA2,Hydro,52,MW,0
BA2,Hydro,53,MW,0
BA2,Hydro,54,MW,0
BA2,Hydro,55,MW,0
BA2,Hydro,56,MW,0
BA2,Hydro,57,MW,0
BA2,Hydro,58,MW,0
BA2,Hydro,59,MW,0
BA2,Hydro,60,MW,0
BA2,Hydro,61,MW,0
BA2,Hydro,62,MW,0
BA2,Hydro,63,MW,0
BA2,Hydro,64,MW,0
BA2,Hydro,65,MW,0
BA2,Hydro,66,MW,0
BA2,Hydro,67,MW,0
BA2,Hydro,68,MW,0
BA2,Hydro,69,MW,0
BA2,Hydro,70,MW,0
BA2,Hydro,71,MW,0
BA2,Hydro,72,MW,0
BA2,Hydro,73,MW,0
BA2,Hydro,74,MW,0
BA2,Hydro,75,MW,0
BA2,Hydro,76,MW,0
BA2,Hydro,77,MW,0
BA2,Hydro,78,MW,0
BA2,Hydro,79,MW,0
BA2,Hydro,80,MW,0
BA2,Hydro,81,MW,0
BA2,Hydro,82,MW,0
BA2,Hydro,83,MW,0
BA2,Hydro,84,MW,0
BA2,Hydro,85,MW,0
BA2,Hydro,86,MW,0
BA2,Hydro,87,MW,0
BA2,Hydro,88,MW,0
BA2,Hydro,89,MW,0
BA2,Hydro,90,MW,0
BA2,Hydro,91,MW,0
BA2,Hydro,92,MW,0
BA2,Hydro,93,MW,0
BA2,Hydro,94,MW,0
BA2,Hydro,95,MW,0
BA2,Hydro,96,MW,0
BA2,Hydro,97,MW,0
BA2,Hydro,98,MW,0
BA2,Hydro,99,MW,0
BA2,Solar,0,MW,0
BA2,Solar,1,MW,0
BA2,Solar,2,MW,0
BA2,Solar,3,MW,0
BA2,Solar,4,MW,0
BA2,Solar,5,MW,0
BA2,Solar,6,MW,0
BA2,Solar,7,MW,0
BA2,Solar,8,MW,0
BA2,Solar,9,MW,0
BA2,Solar,10,MW,0
BA2,Solar,11,MW,0
BA2,Solar,12,MW,0
BA2,Solar,13,MW,0
BA2,Solar,14,MW,0
BA2,Solar,15,MW,0
BA2,Solar,16,MW,0
BA2,Solar,17,MW,0
BA2,Solar,18,MW,0
BA2,Solar,19,MW,0
BA2,Solar,20,MW,0
BA2,Solar,21,MW,0
BA2,Solar,22,MW,0
BA2,Solar,23,MW,0
BA2,Solar,24,MW,0
BA2,Solar,25,MW,0
BA2,Solar,26,MW,0
BA2,Solar,27,MW,0
BA2,Solar,28,MW,0
BA2,Solar,29,MW,0
BA2,Solar,30,MW,0
BA2,Solar,31,MW,0
BA2,Solar,32,MW,0
BA2,Solar,33,MW,0
BA2,Solar,34,MW,0
BA2,Solar,35,MW,0
BA2,Solar,36,MW,0
BA2,Solar,37,MW,0
BA2,Solar,38,MW,0
BA2,Solar,39,MW,0
BA2,Solar,40,MW,0
BA2,Solar,41,MW,0
BA2,Solar,42,MW,0
BA2,Solar,43,MW,0
BA2,Solar,44,MW,0
BA2,Solar,45,MW,0
BA2,Solar,46,MW,0
BA2,Solar,47,MW,0
BA2,Solar,48,MW,0
BA2,Solar,49,MW,0
BA2,Solar,50,MW,0
BA2,Solar,51,MW,0
BA2,Solar,52,MW,0
BA2,Solar,53,MW,0
BA2,Solar,54,MW,0
BA2,Solar,55,MW,0
BA2,Solar,56,MW,0
BA2,Solar,57,MW,0
BA2,Solar,58,MW,0
BA2,Solar,59,MW,0
BA2,Solar,60,MW,0
BA2,Solar,61,MW,0
BA2,Solar,62,MW,0
BA2,Solar,63,MW,0
BA2,Solar,64,MW,0
BA2,Solar,65,MW,0
BA2,Solar,66,MW,0
BA2,Solar,67,MW,0
BA2,Solar,68,MW,0
BA2,Solar,69,MW,0
BA2,Solar,70,MW,0
BA2,Solar,71,MW,0
BA2,Solar,72,MW,0
BA2,Solar,73,MW,0
BA2,Solar,74,MW,0
BA2,Solar,75,MW,0
BA2,Solar,76,MW,0
BA2,Solar,77,MW,0
BA2,Solar,78,MW,0
BA2,Solar,79,MW,0
BA2,Solar,80,MW,0
BA2,Solar,81,MW,0
BA2,Solar,82,MW,0
BA2,Solar,83,MW,0
BA2,Solar,84,MW,0
BA2,Solar,85,MW,0
BA2,Solar,86,MW,0
BA2,Solar,87,MW,0
BA2,Solar,88,MW,0
BA2,Solar,89,MW,0
BA2,Solar,90,MW,0
BA2,Solar,91,MW,0
BA2,Solar,92,MW,0
BA2,Solar,93,MW,0
BA2,Solar,94,MW,0
BA2,Solar,95,MW,0
BA2,Solar,96,MW,0
BA2,Solar,97,MW,0
BA2,Solar,98,MW,0
BA2,Solar,99,MW,0
BA2,Wind,0,MW,0
BA2,Wind,1,MW,0
BA2,Wind,2,MW,0
BA2,Wind,3,MW,0
