zone1,zone2,unit,value
bus223,bus212,km,1.0
bus213,bus223,km,1.0
bus223,bus213,km,1.0
bus214,bus216,km,1.0
bus216,bus214,km,1.0
bus215,bus216,km,1.0
bus216,bus215,km,1.0
bus215,bus221,km,1.0
bus221,bus215,km,1.0
bus215,bus224,km,1.0
bus224,bus215,km,1.0
bus216,bus217,km,1.0
bus217,bus216,km,1.0
bus216,bus219,km,1.0
bus219,bus216,km,1.0
bus217,bus218,km,1.0
bus218,bus217,km,1.0
bus217,bus222,km,1.0
bus222,bus217,km,1.0
bus218,bus221,km,1.0
bus221,bus218,km,1.0
bus219,bus220,km,1.0
bus220,bus219,km,1.0
bus220,bus223,km,1.0
bus223,bus220,km,1.0
bus221,bus222,km,1.0
bus222,bus221,km,1.0
bus301,bus302,km,1.0
bus302,bus301,km,1.0
bus301,bus303,km,1.0
bus303,bus301,km,1.0
bus301,bus305,km,1.0
bus305,bus301,km,1.0
bus302,bus304,km,1.0
bus304,bus302,km,1.0
bus302,bus306,km,1.0
bus306,bus302,km,1.0
bus303,bus309,km,1.0
bus309,bus303,km,1.0
bus303,bus324,km,1.0
bus324,bus303,km,1.0
bus304,bus309,km,1.0
bus309,bus304,km,1.0
bus305,bus310,km,1.0
bus310,bus305,km,1.0
bus306,bus310,km,1.0
bus310,bus306,km,1.0
bus307,bus308,km,1.0
bus308,bus307,km,1.0
bus308,bus309,km,1.0
bus309,bus308,km,1.0
bus308,bus310,km,1.0
bus310,bus308,km,1.0
bus309,bus311,km,1.0
bus311,bus309,km,1.0
bus309,bus312,km,1.0
bus312,bus309,km,1.0
bus310,bus311,km,1.0
bus311,bus310,km,1.0
bus310,bus312,km,1.0
bus312,bus310,km,1.0
bus311,bus313,km,1.0
bus313,bus311,km,1.0
bus311,bus314,km,1.0
bus314,bus311,km,1.0
bus312,bus313,km,1.0
bus313,bus312,km,1.0
bus312,bus323,km,1.0
bus323,bus312,km,1.0
bus313,bus323,km,1.0
bus323,bus313,km,1.0
bus314,bus316,km,1.0
bus316,bus314,km,1.0
bus315,bus316,km,1.0
bus316,bus315,km,1.0
bus315,bus321,km,1.0
bus321,bus315,km,1.0
bus315,bus324,km,1.0
bus324,bus315,km,1.0
bus316,bus317,km,1.0
bus317,bus316,km,1.0
bus316,bus319,km,1.0
bus319,bus316,km,1.0
bus317,bus318,km,1.0
bus318,bus317,km,1.0
bus317,bus322,km,1.0
bus322,bus317,km,1.0
bus318,bus321,km,1.0
bus321,bus318,km,1.0
bus319,bus320,km,1.0
bus320,bus319,km,1.0
bus320,bus323,km,1.0
bus323,bus320,km,1.0
bus321,bus322,km,1.0
bus322,bus321,km,1.0
bus107,bus203,km,1.0
bus203,bus107,km,1.0
bus113,bus215,km,1.0
bus215,bus113,km,1.0
bus123,bus217,km,1.0
bus217,bus123,km,1.0
bus223,bus318,km,1.0
bus318,bus223,km,1.0
bus325,bus121,km,1.0
bus121,bus325,km,1.0
