zone,tech,year,unit,value
bus102,U76d_a1,2020,MW,0.0
bus102,U100a_a1,2020,MW,0.0
bus102,U100b_a1,2020,MW,0.0
bus102,U100c_a1,2020,MW,0.0
bus102,U197a_a1,2020,MW,0.0
bus102,U197b_a1,2020,MW,0.0
bus102,U197c_a1,2020,MW,0.0
bus102,U12a_a1,2020,MW,0.0
bus102,U12b_a1,2020,MW,0.0
bus102,U12c_a1,2020,MW,0.0
bus102,U12d_a1,2020,MW,0.0
bus102,U12e_a1,2020,MW,0.0
bus102,U155a_a1,2020,MW,0.0
bus102,U155b_a1,2020,MW,0.0
bus102,U400a_a1,2020,MW,0.0
bus102,U400b_a1,2020,MW,0.0
bus102,U50a_a1,2020,MW,0.0
bus102,U50b_a1,2020,MW,0.0
bus102,U50c_a1,2020,MW,0.0
bus102,U50d_a1,2020,MW,0.0
bus102,U50e_a1,2020,MW,0.0
bus102,U50f_a1,2020,MW,0.0
bus102,U155c_a1,2020,MW,0.0
bus102,U155d_a1,2020,MW,0.0
bus102,U350_a1,2020,MW,0.0
bus102,U20a_a2,2020,MW,0.0
bus102,U20b_a2,2020,MW,0.0
bus102,U76a_a2,2020,MW,0.0
bus102,U76b_a2,2020,MW,0.0
bus102,U20c_a2,2020,MW,0.0
bus102,U20d_a2,2020,MW,0.0
bus102,U76c_a2,2020,MW,0.0
bus102,U76d_a2,2020,MW,0.0
bus102,U100a_a2,2020,MW,0.0
bus102,U100b_a2,2020,MW,0.0
bus102,U100c_a2,2020,MW,0.0
bus102,U197a_a2,2020,MW,0.0
bus102,U197b_a2,2020,MW,0.0
bus102,U197c_a2,2020,MW,0.0
bus102,U12a_a2,2020,MW,0.0
bus102,U12b_a2,2020,MW,0.0
bus102,U12c_a2,2020,MW,0.0
bus102,U12d_a2,2020,MW,0.0
bus102,U12e_a2,2020,MW,0.0
bus102,U155a_a2,2020,MW,0.0
bus102,U155b_a2,2020,MW,0.0
bus102,U400a_a2,2020,MW,0.0
bus102,U400b_a2,2020,MW,0.0
bus102,U50a_a2,2020,MW,0.0
bus102,U50b_a2,2020,MW,0.0
bus102,U50c_a2,2020,MW,0.0
bus102,U50d_a2,2020,MW,0.0
bus102,U50e_a2,2020,MW,0.0
bus102,U50f_a2,2020,MW,0.0
bus102,U155c_a2,2020,MW,0.0
bus102,U155d_a2,2020,MW,0.0
bus102,U350_a2,2020,MW,0.0
bus102,U20a_a3,2020,MW,0.0
bus102,U20b_a3,2020,MW,0.0
bus102,U76a_a3,2020,MW,0.0
bus102,U76b_a3,2020,MW,0.0
bus102,U20c_a3,2020,MW,0.0
bus102,U20d_a3,2020,MW,0.0
bus102,U76c_a3,2020,MW,0.0
bus102,U76d_a3,2020,MW,0.0
bus102,U100a_a3,2020,MW,0.0
bus102,U100b_a3,2020,MW,0.0
bus102,U100c_a3,2020,MW,0.0
bus102,U197a_a3,2020,MW,0.0
bus102,U197b_a3,2020,MW,0.0
bus102,U197c_a3,2020,MW,0.0
bus102,U12a_a3,2020,MW,0.0
bus102,U12b_a3,2020,MW,0.0
bus102,U12c_a3,2020,MW,0.0
bus102,U12d_a3,2020,MW,0.0
bus102,U12e_a3,2020,MW,0.0
bus102,U155a_a3,2020,MW,0.0
bus102,U155b_a3,2020,MW,0.0
bus102,U400a_a3,2020,MW,0.0
bus102,U400b_a3,2020,MW,0.0
bus102,U50a_a3,2020,MW,0.0
bus102,U50b_a3,2020,MW,0.0
bus102,U50c_a3,2020,MW,0.0
bus102,U50d_a3,2020,MW,0.0
bus102,U50e_a3,2020,MW,0.0
bus102,U50f_a3,2020,MW,0.0
bus102,U155c_a3,2020,MW,0.0
bus102,U155d_a3,2020,MW,0.0
bus102,U350_a3,2020,MW,0.0
bus103,U20a_a1,2020,MW,0.0
bus103,U20b_a1,2020,MW,0.0
bus103,U76a_a1,2020,MW,0.0
bus103,U76b_a1,2020,MW,0.0
bus103,U20c_a1,2020,MW,0.0
bus103,U20d_a1,2020,MW,0.0
bus103,U76c_a1,2020,MW,0.0
bus103,U76d_a1,2020,MW,0.0
bus103,U100a_a1,2020,MW,0.0
bus103,U100b_a1,2020,MW,0.0
bus103,U100c_a1,2020,MW,0.0
bus103,U197a_a1,2020,MW,0.0
bus103,U197b_a1,2020,MW,0.0
bus103,U197c_a1,2020,MW,0.0
bus103,U12a_a1,2020,MW,0.0
bus103,U12b_a1,2020,MW,0.0
bus103,U12c_a1,2020,MW,0.0
bus103,U12d_a1,2020,MW,0.0
bus103,U12e_a1,2020,MW,0.0
bus103,U155a_a1,2020,MW,0.0
bus103,U155b_a1,2020,MW,0.0
bus103,U400a_a1,2020,MW,0.0
bus103,U400b_a1,2020,MW,0.0
bus103,U50a_a1,2020,MW,0.0
bus103,U50b_a1,2020,MW,0.0
bus103,U50c_a1,2020,MW,0.0
bus103,U50d_a1,2020,MW,0.0
bus103,U50e_a1,2020,MW,0.0
bus103,U50f_a1,2020,MW,0.0
bus103,U155c_a1,2020,MW,0.0
bus103,U155d_a1,2020,MW,0.0
bus103,U350_a1,2020,MW,0.0
bus103,U20a_a2,2020,MW,0.0
bus103,U20b_a2,2020,MW,0.0
bus103,U76a_a2,2020,MW,0.0
bus103,U76b_a2,2020,MW,0.0
bus103,U20c_a2,2020,MW,0.0
bus103,U20d_a2,2020,MW,0.0
bus103,U76c_a2,2020,MW,0.0
bus103,U76d_a2,2020,MW,0.0
bus103,U100a_a2,2020,MW,0.0
bus103,U100b_a2,2020,MW,0.0
bus103,U100c_a2,2020,MW,0.0
bus103,U197a_a2,2020,MW,0.0
bus103,U197b_a2,2020,MW,0.0
bus103,U197c_a2,2020,MW,0.0
bus103,U12a_a2,2020,MW,0.0
bus103,U12b_a2,2020,MW,0.0
bus103,U12c_a2,2020,MW,0.0
bus103,U12d_a2,2020,MW,0.0
bus103,U12e_a2,2020,MW,0.0
bus103,U155a_a2,2020,MW,0.0
bus103,U155b_a2,2020,MW,0.0
bus103,U400a_a2,2020,MW,0.0
bus103,U400b_a2,2020,MW,0.0
bus103,U50a_a2,2020,MW,0.0
bus103,U50b_a2,2020,MW,0.0
bus103,U50c_a2,2020,MW,0.0
bus103,U50d_a2,2020,MW,0.0
bus103,U50e_a2,2020,MW,0.0
bus103,U50f_a2,2020,MW,0.0
bus103,U155c_a2,2020,MW,0.0
bus103,U155d_a2,2020,MW,0.0
bus103,U350_a2,2020,MW,0.0
bus103,U20a_a3,2020,MW,0.0
bus103,U20b_a3,2020,MW,0.0
bus103,U76a_a3,2020,MW,0.0
bus103,U76b_a3,2020,MW,0.0
bus103,U20c_a3,2020,MW,0.0
bus103,U20d_a3,2020,MW,0.0
bus103,U76c_a3,2020,MW,0.0
bus103,U76d_a3,2020,MW,0.0
bus103,U100a_a3,2020,MW,0.0
bus103,U100b_a3,2020,MW,0.0
bus103,U100c_a3,2020,MW,0.0
bus103,U197a_a3,2020,MW,0.0
bus103,U197b_a3,2020,MW,0.0
bus103,U197c_a3,2020,MW,0.0
bus103,U12a_a3,2020,MW,0.0
bus103,U12b_a3,2020,MW,0.0
bus103,U12c_a3,2020,MW,0.0
bus103,U12d_a3,2020,MW,0.0
bus103,U12e_a3,2020,MW,0.0
bus103,U155a_a3,2020,MW,0.0
bus103,U155b_a3,2020,MW,0.0
bus103,U400a_a3,2020,MW,0.0
bus103,U400b_a3,2020,MW,0.0
bus103,U50a_a3,2020,MW,0.0
bus103,U50b_a3,2020,MW,0.0
bus103,U50c_a3,2020,MW,0.0
bus103,U50d_a3,2020,MW,0.0
bus103,U50e_a3,2020,MW,0.0
bus103,U50f_a3,2020,MW,0.0
bus103,U155c_a3,2020,MW,0.0
bus103,U155d_a3,2020,MW,0.0
bus103,U350_a3,2020,MW,0.0
bus104,U20a_a1,2020,MW,0.0
bus104,U20b_a1,2020,MW,0.0
bus104,U76a_a1,2020,MW,0.0
bus104,U76b_a1,2020,MW,0.0
bus104,U20c_a1,2020,MW,0.0
bus104,U20d_a1,2020,MW,0.0
bus104,U76c_a1,2020,MW,0.0
bus104,U76d_a1,2020,MW,0.0
bus104,U100a_a1,2020,MW,0.0
bus104,U100b_a1,2020,MW,0.0
bus104,U100c_a1,2020,MW,0.0
bus104,U197a_a1,2020,MW,0.0
bus104,U197b_a1,2020,MW,0.0
bus104,U197c_a1,2020,MW,0.0
bus104,U12a_a1,2020,MW,0.0
bus104,U12b_a1,2020,MW,0.0
bus104,U12c_a1,2020,MW,0.0
bus104,U12d_a1,2020,MW,0.0
bus104,U12e_a1,2020,MW,0.0
bus104,U155a_a1,2020,MW,0.0
bus104,U155b_a1,2020,MW,0.0
bus104,U400a_a1,2020,MW,0.0
bus104,U400b_a1,2020,MW,0.0
bus104,U50a_a1,2020,MW,0.0
bus104,U50b_a1,2020,MW,0.0
bus104,U50c_a1,2020,MW,0.0
bus104,U50d_a1,2020,MW,0.0
bus104,U50e_a1,2020,MW,0.0
bus104,U50f_a1,2020,MW,0.0
bus104,U155c_a1,2020,MW,0.0
bus104,U155d_a1,2020,MW,0.0
bus104,U350_a1,2020,MW,0.0
bus104,U20a_a2,2020,MW,0.0
bus104,U20b_a2,2020,MW,0.0
bus104,U76a_a2,2020,MW,0.0
bus104,U76b_a2,2020,MW,0.0
bus104,U20c_a2,2020,MW,0.0
bus104,U20d_a2,2020,MW,0.0
bus104,U76c_a2,2020,MW,0.0
bus104,U76d_a2,2020,MW,0.0
bus104,U100a_a2,2020,MW,0.0
bus104,U100b_a2,2020,MW,0.0
bus104,U100c_a2,2020,MW,0.0
bus104,U197a_a2,2020,MW,0.0
bus104,U197b_a2,2020,MW,0.0
bus104,U197c_a2,2020,MW,0.0
bus104,U12a_a2,2020,MW,0.0
bus104,U12b_a2,2020,MW,0.0
bus104,U12c_a2,2020,MW,0.0
bus104,U12d_a2,2020,MW,0.0
bus104,U12e_a2,2020,MW,0.0
bus104,U155a_a2,2020,MW,0.0
bus104,U155b_a2,2020,MW,0.0
bus104,U400a_a2,2020,MW,0.0
bus104,U400b_a2,2020,MW,0.0
bus104,U50a_a2,2020,MW,0.0
bus104,U50b_a2,2020,MW,0.0
bus104,U50c_a2,2020,MW,0.0
bus104,U50d_a2,2020,MW,0.0
bus104,U50e_a2,2020,MW,0.0
bus104,U50f_a2,2020,MW,0.0
bus104,U155c_a2,2020,MW,0.0
bus104,U155d_a2,2020,MW,0.0
bus104,U350_a2,2020,MW,0.0
bus104,U20a_a3,2020,MW,0.0
bus104,U20b_a3,2020,MW,0.0
bus104,U76a_a3,2020,MW,0.0
bus104,U76b_a3,2020,MW,0.0
bus104,U20c_a3,2020,MW,0.0
bus104,U20d_a3,2020,MW,0.0
bus104,U76c_a3,2020,MW,0.0
bus104,U76d_a3,2020,MW,0.0
bus104,U100a_a3,2020,MW,0.0
bus104,U100b_a3,2020,MW,0.0
bus104,U100c_a3,2020,MW,0.0
bus104,U197a_a3,2020,MW,0.0
bus104,U197b_a3,2020,MW,0.0
bus104,U197c_a3,2020,MW,0.0
bus104,U12a_a3,2020,MW,0.0
bus104,U12b_a3,2020,MW,0.0
bus104,U12c_a3,2020,MW,0.0
bus104,U12d_a3,2020,MW,0.0
bus104,U12e_a3,2020,MW,0.0
bus104,U155a_a3,2020,MW,0.0
bus104,U155b_a3,2020,MW,0.0
bus104,U400a_a3,2020,MW,0.0
bus104,U400b_a3,2020,MW,0.0
bus104,U50a_a3,2020,MW,0.0
bus104,U50b_a3,2020,MW,0.0
bus104,U50c_a3,2020,MW,0.0
bus104,U50d_a3,2020,MW,0.0
bus104,U50e_a3,2020,MW,0.0
bus104,U50f_a3,2020,MW,0.0
bus104,U155c_a3,2020,MW,0.0
bus104,U155d_a3,2020,MW,0.0
bus104,U350_a3,2020,MW,0.0
bus105,U20a_a1,2020,MW,0.0
bus105,U20b_a1,2020,MW,0.0
bus105,U76a_a1,2020,MW,0.0
bus105,U76b_a1,2020,MW,0.0
bus105,U20c_a1,2020,MW,0.0
bus105,U20d_a1,2020,MW,0.0
bus105,U76c_a1,2020,MW,0.0
bus105,U76d_a1,2020,MW,0.0
bus105,U100a_a1,2020,MW,0.0
bus105,U100b_a1,2020,MW,0.0
bus105,U100c_a1,2020,MW,0.0
bus105,U197a_a1,2020,MW,0.0
bus105,U197b_a1,2020,MW,0.0
bus105,U197c_a1,2020,MW,0.0
bus105,U12a_a1,2020,MW,0.0
bus105,U12b_a1,2020,MW,0.0
bus105,U12c_a1,2020,MW,0.0
bus105,U12d_a1,2020,MW,0.0
bus105,U12e_a1,2020,MW,0.0
bus105,U155a_a1,2020,MW,0.0
bus105,U155b_a1,2020,MW,0.0
bus105,U400a_a1,2020,MW,0.0
bus105,U400b_a1,2020,MW,0.0
bus105,U50a_a1,2020,MW,0.0
bus105,U50b_a1,2020,MW,0.0
bus105,U50c_a1,2020,MW,0.0
bus105,U50d_a1,2020,MW,0.0
bus105,U50e_a1,2020,MW,0.0
bus105,U50f_a1,2020,MW,0.0
bus105,U155c_a1,2020,MW,0.0
bus105,U155d_a1,2020,MW,0.0
bus105,U350_a1,2020,MW,0.0
bus105,U20a_a2,2020,MW,0.0
bus105,U20b_a2,2020,MW,0.0
bus105,U76a_a2,2020,MW,0.0
bus105,U76b_a2,2020,MW,0.0
bus105,U20c_a2,2020,MW,0.0
bus105,U20d_a2,2020,MW,0.0
bus105,U76c_a2,2020,MW,0.0
bus105,U76d_a2,2020,MW,0.0
bus105,U100a_a2,2020,MW,0.0
bus105,U100b_a2,2020,MW,0.0
bus105,U100c_a2,2020,MW,0.0
bus105,U197a_a2,2020,MW,0.0
bus105,U197b_a2,2020,MW,0.0
bus105,U197c_a2,2020,MW,0.0
bus105,U12a_a2,2020,MW,0.0
bus105,U12b_a2,2020,MW,0.0
bus105,U12c_a2,2020,MW,0.0
bus105,U12d_a2,2020,MW,0.0
bus105,U12e_a2,2020,MW,0.0
bus105,U155a_a2,2020,MW,0.0
bus105,U155b_a2,2020,MW,0.0
bus105,U400a_a2,2020,MW,0.0
bus105,U400b_a2,2020,MW,0.0
bus105,U50a_a2,2020,MW,0.0
bus105,U50b_a2,2020,MW,0.0
bus105,U50c_a2,2020,MW,0.0
bus105,U50d_a2,2020,MW,0.0
bus105,U50e_a2,2020,MW,0.0
bus105,U50f_a2,2020,MW,0.0
bus105,U155c_a2,2020,MW,0.0
bus105,U155d_a2,2020,MW,0.0
bus105,U350_a2,2020,MW,0.0
bus105,U20a_a3,2020,MW,0.0
bus105,U20b_a3,2020,MW,0.0
bus105,U76a_a3,2020,MW,0.0
bus105,U76b_a3,2020,MW,0.0
bus105,U20c_a3,2020,MW,0.0
bus105,U20d_a3,2020,MW,0.0
bus105,U76c_a3,2020,MW,0.0
bus105,U76d_a3,2020,MW,0.0
bus105,U100a_a3,2020,MW,0.0
bus105,U100b_a3,2020,MW,0.0
bus105,U100c_a3,2020,MW,0.0
bus105,U197a_a3,2020,MW,0.0
bus105,U197b_a3,2020,MW,0.0
bus105,U197c_a3,2020,MW,0.0
bus105,U12a_a3,2020,MW,0.0
bus105,U12b_a3,2020,MW,0.0
bus105,U12c_a3,2020,MW,0.0
bus105,U12d_a3,2020,MW,0.0
bus105,U12e_a3,2020,MW,0.0
bus105,U155a_a3,2020,MW,0.0
bus105,U155b_a3,2020,MW,0.0
bus105,U400a_a3,2020,MW,0.0
bus105,U400b_a3,2020,MW,0.0
bus105,U50a_a3,2020,MW,0.0
bus105,U50b_a3,2020,MW,0.0
bus105,U50c_a3,2020,MW,0.0
bus105,U50d_a3,2020,MW,0.0
bus105,U50e_a3,2020,MW,0.0
bus105,U50f_a3,2020,MW,0.0
bus105,U155c_a3,2020,MW,0.0
bus105,U155d_a3,2020,MW,0.0
bus105,U350_a3,2020,MW,0.0
bus106,U20a_a1,2020,MW,0.0
bus106,U20b_a1,2020,MW,0.0
bus106,U76a_a1,2020,MW,0.0
bus106,U76b_a1,2020,MW,0.0
bus106,U20c_a1,2020,MW,0.0
bus106,U20d_a1,2020,MW,0.0
bus106,U76c_a1,2020,MW,0.0
bus106,U76d_a1,2020,MW,0.0
bus106,U100a_a1,2020,MW,0.0
bus106,U100b_a1,2020,MW,0.0
bus106,U100c_a1,2020,MW,0.0
bus106,U197a_a1,2020,MW,0.0
bus106,U197b_a1,2020,MW,0.0
bus106,U197c_a1,2020,MW,0.0
bus106,U12a_a1,2020,MW,0.0
bus106,U12b_a1,2020,MW,0.0
bus106,U12c_a1,2020,MW,0.0
bus106,U12d_a1,2020,MW,0.0
bus106,U12e_a1,2020,MW,0.0
bus106,U155a_a1,2020,MW,0.0
bus106,U155b_a1,2020,MW,0.0
bus106,U400a_a1,2020,MW,0.0
bus106,U400b_a1,2020,MW,0.0
bus106,U50a_a1,2020,MW,0.0
bus106,U50b_a1,2020,MW,0.0
bus106,U50c_a1,2020,MW,0.0
bus106,U50d_a1,2020,MW,0.0
bus106,U50e_a1,2020,MW,0.0
bus106,U50f_a1,2020,MW,0.0
bus106,U155c_a1,2020,MW,0.0
bus106,U155d_a1,2020,MW,0.0
bus106,U350_a1,2020,MW,0.0
bus106,U20a_a2,2020,MW,0.0
bus106,U20b_a2,2020,MW,0.0
bus106,U76a_a2,2020,MW,0.0
bus106,U76b_a2,2020,MW,0.0
bus106,U20c_a2,2020,MW,0.0
bus106,U20d_a2,2020,MW,0.0
bus106,U76c_a2,2020,MW,0.0
bus106,U76d_a2,2020,MW,0.0
bus106,U100a_a2,2020,MW,0.0
bus106,U100b_a2,2020,MW,0.0
bus106,U100c_a2,2020,MW,0.0
bus106,U197a_a2,2020,MW,0.0
bus106,U197b_a2,2020,MW,0.0
bus106,U197c_a2,2020,MW,0.0
bus106,U12a_a2,2020,MW,0.0
bus106,U12b_a2,2020,MW,0.0
bus106,U12c_a2,2020,MW,0.0
bus106,U12d_a2,2020,MW,0.0
bus106,U12e_a2,2020,MW,0.0
bus106,U155a_a2,2020,MW,0.0
bus106,U155b_a2,2020,MW,0.0
bus106,U400a_a2,2020,MW,0.0
bus106,U400b_a2,2020,MW,0.0
bus106,U50a_a2,2020,MW,0.0
bus106,U50b_a2,2020,MW,0.0
bus106,U50c_a2,2020,MW,0.0
bus106,U50d_a2,2020,MW,0.0
bus106,U50e_a2,2020,MW,0.0
bus106,U50f_a2,2020,MW,0.0
bus106,U155c_a2,2020,MW,0.0
bus106,U155d_a2,2020,MW,0.0
bus106,U350_a2,2020,MW,0.0
bus106,U20a_a3,2020,MW,0.0
bus106,U20b_a3,2020,MW,0.0
bus106,U76a_a3,2020,MW,0.0
bus106,U76b_a3,2020,MW,0.0
bus106,U20c_a3,2020,MW,0.0
bus106,U20d_a3,2020,MW,0.0
bus106,U76c_a3,2020,MW,0.0
bus106,U76d_a3,2020,MW,0.0
bus106,U100a_a3,2020,MW,0.0
bus106,U100b_a3,2020,MW,0.0
bus106,U100c_a3,2020,MW,0.0
bus106,U197a_a3,2020,MW,0.0
bus106,U197b_a3,2020,MW,0.0
bus106,U197c_a3,2020,MW,0.0
bus106,U12a_a3,2020,MW,0.0
bus106,U12b_a3,2020,MW,0.0
bus106,U12c_a3,2020,MW,0.0
bus106,U12d_a3,2020,MW,0.0
bus106,U12e_a3,2020,MW,0.0
bus106,U155a_a3,2020,MW,0.0
bus106,U155b_a3,2020,MW,0.0
bus106,U400a_a3,2020,MW,0.0
bus106,U400b_a3,2020,MW,0.0
bus106,U50a_a3,2020,MW,0.0
bus106,U50b_a3,2020,MW,0.0
bus106,U50c_a3,2020,MW,0.0
bus106,U50d_a3,2020,MW,0.0
bus106,U50e_a3,2020,MW,0.0
bus106,U50f_a3,2020,MW,0.0
bus106,U155c_a3,2020,MW,0.0
bus106,U155d_a3,2020,MW,0.0
bus106,U350_a3,2020,MW,0.0
bus107,U20a_a1,2020,MW,0.0
bus107,U20b_a1,2020,MW,0.0
bus107,U76a_a1,2020,MW,0.0
bus107,U76b_a1,2020,MW,0.0
bus107,U20c_a1,2020,MW,0.0
bus107,U20d_a1,2020,MW,0.0
bus107,U76c_a1,2020,MW,0.0
bus107,U76d_a1,2020,MW,0.0
bus107,U100a_a1,2020,MW,0.0
bus107,U100b_a1,2020,MW,0.0
bus107,U100c_a1,2020,MW,0.0
bus107,U197a_a1,2020,MW,0.0
bus107,U197b_a1,2020,MW,0.0
bus107,U197c_a1,2020,MW,0.0
bus107,U12a_a1,2020,MW,0.0
bus107,U12b_a1,2020,MW,0.0
bus107,U12c_a1,2020,MW,0.0
bus107,U12d_a1,2020,MW,0.0
bus107,U12e_a1,2020,MW,0.0
bus107,U155a_a1,2020,MW,0.0
bus107,U155b_a1,2020,MW,0.0
bus107,U400a_a1,2020,MW,0.0
bus107,U400b_a1,2020,MW,0.0
bus107,U50a_a1,2020,MW,0.0
bus107,U50b_a1,2020,MW,0.0
bus107,U50c_a1,2020,MW,0.0
bus107,U50d_a1,2020,MW,0.0
bus107,U50e_a1,2020,MW,0.0
bus107,U50f_a1,2020,MW,0.0
bus107,U155c_a1,2020,MW,0.0
bus107,U155d_a1,2020,MW,0.0
bus107,U350_a1,2020,MW,0.0
bus107,U20a_a2,2020,MW,0.0
bus107,U20b_a2,2020,MW,0.0
bus107,U76a_a2,2020,MW,0.0
bus107,U76b_a2,2020,MW,0.0
bus107,U20c_a2,2020,MW,0.0
bus107,U20d_a2,2020,MW,0.0
bus107,U76c_a2,2020,MW,0.0
bus107,U76d_a2,2020,MW,0.0
bus107,U100a_a2,2020,MW,0.0
bus107,U100b_a2,2020,MW,0.0
bus107,U100c_a2,2020,MW,0.0
bus107,U197a_a2,2020,MW,0.0
bus107,U197b_a2,2020,MW,0.0
bus107,U197c_a2,2020,MW,0.0
bus107,U12a_a2,2020,MW,0.0
bus107,U12b_a2,2020,MW,0.0
bus107,U12c_a2,2020,MW,0.0
bus107,U12d_a2,2020,MW,0.0
bus107,U12e_a2,2020,MW,0.0
bus107,U155a_a2,2020,MW,0.0
bus107,U155b_a2,2020,MW,0.0
bus107,U400a_a2,2020,MW,0.0
bus107,U400b_a2,2020,MW,0.0
bus107,U50a_a2,2020,MW,0.0
bus107,U50b_a2,2020,MW,0.0
bus107,U50c_a2,2020,MW,0.0
bus107,U50d_a2,2020,MW,0.0
bus107,U50e_a2,2020,MW,0.0
bus107,U50f_a2,2020,MW,0.0
bus107,U155c_a2,2020,MW,0.0
bus107,U155d_a2,2020,MW,0.0
bus107,U350_a2,2020,MW,0.0
bus107,U20a_a3,2020,MW,0.0
bus107,U20b_a3,2020,MW,0.0
bus107,U76a_a3,2020,MW,0.0
bus107,U76b_a3,2020,MW,0.0
bus107,U20c_a3,2020,MW,0.0
bus107,U20d_a3,2020,MW,0.0
bus107,U76c_a3,2020,MW,0.0
bus107,U76d_a3,2020,MW,0.0
bus107,U100a_a3,2020,MW,0.0
bus107,U100b_a3,2020,MW,0.0
bus107,U100c_a3,2020,MW,0.0
bus107,U197a_a3,2020,MW,0.0
bus107,U197b_a3,2020,MW,0.0
bus107,U197c_a3,2020,MW,0.0
bus107,U12a_a3,2020,MW,0.0
bus107,U12b_a3,2020,MW,0.0
bus107,U12c_a3,2020,MW,0.0
bus107,U12d_a3,2020,MW,0.0
bus107,U12e_a3,2020,MW,0.0
bus107,U155a_a3,2020,MW,0.0
bus107,U155b_a3,2020,MW,0.0
bus107,U400a_a3,2020,MW,0.0
bus107,U400b_a3,2020,MW,0.0
bus107,U50a_a3,2020,MW,0.0
bus107,U50b_a3,2020,MW,0.0
bus107,U50c_a3,2020,MW,0.0
