zone,tech,year,unit,value
Cambodia,Nam_Ngay,2020,MW,400.0
Cambodia,Nam_Ngay,2030,MW,400.0
Laos,Nam_Ngay,2020,MW,7295.3
Laos,Nam_Ngay,2030,MW,7295.3
Myanmar,Nam_Ngay,2020,MW,0.0
Myanmar,Nam_Ngay,2030,MW,0.0
Thailand,Nam_Ngay,2020,MW,662.38
Thailand,Nam_Ngay,2030,MW,662.38
Vietnam,Nam_Ngay,2020,MW,2281.0
Vietnam,Nam_Ngay,2030,MW,2281.0
Cambodia,Nam_Ou_6,2020,MW,400.0
Cambodia,Nam_Ou_6,2030,MW,400.0
Laos,Nam_Ou_6,2020,MW,7295.3
Laos,Nam_Ou_6,2030,MW,7295.3
Myanmar,Nam_Ou_6,2020,MW,0.0
Myanmar,Nam_Ou_6,2030,MW,0.0
Thailand,Nam_Ou_6,2020,MW,662.38
Thailand,Nam_Ou_6,2030,MW,662.38
Vietnam,Nam_Ou_6,2020,MW,2281.0
Vietnam,Nam_Ou_6,2030,MW,2281.0
Cambodia,Nam_Ou_5,2020,MW,400.0
Cambodia,Nam_Ou_5,2030,MW,400.0
Laos,Nam_Ou_5,2020,MW,7295.3
Laos,Nam_Ou_5,2030,MW,7295.3
Myanmar,Nam_Ou_5,2020,MW,0.0
Myanmar,Nam_Ou_5,2030,MW,0.0
Thailand,Nam_Ou_5,2020,MW,662.38
Thailand,Nam_Ou_5,2030,MW,662.38
Vietnam,Nam_Ou_5,2020,MW,2281.0
Vietnam,Nam_Ou_5,2030,MW,2281.0
Cambodia,Nam_Pok,2020,MW,400.0
Cambodia,Nam_Pok,2030,MW,400.0
Laos,Nam_Pok,2020,MW,7295.3
Laos,Nam_Pok,2030,MW,7295.3
Myanmar,Nam_Pok,2020,MW,0.0
Myanmar,Nam_Pok,2030,MW,0.0
Thailand,Nam_Pok,2020,MW,662.38
Thailand,Nam_Pok,2030,MW,662.38
Vietnam,Nam_Pok,2020,MW,2281.0
Vietnam,Nam_Pok,2030,MW,2281.0
Cambodia,Nam_Ou_4,2020,MW,400.0
Cambodia,Nam_Ou_4,2030,MW,400.0
Laos,Nam_Ou_4,2020,MW,7295.3
Laos,Nam_Ou_4,2030,MW,7295.3
Myanmar,Nam_Ou_4,2020,MW,0.0
Myanmar,Nam_Ou_4,2030,MW,0.0
Thailand,Nam_Ou_4,2020,MW,662.38
Thailand,Nam_Ou_4,2030,MW,662.38
Vietnam,Nam_Ou_4,2020,MW,2281.0
Vietnam,Nam_Ou_4,2030,MW,2281.0
Cambodia,Nam_Pha,2020,MW,400.0
Cambodia,Nam_Pha,2030,MW,400.0
Laos,Nam_Pha,2020,MW,7295.3
Laos,Nam_Pha,2030,MW,7295.3
Myanmar,Nam_Pha,2020,MW,0.0
Myanmar,Nam_Pha,2030,MW,0.0
Thailand,Nam_Pha,2020,MW,662.38
Thailand,Nam_Pha,2030,MW,662.38
Vietnam,Nam_Pha,2020,MW,2281.0
Vietnam,Nam_Pha,2030,MW,2281.0
Cambodia,Nam_Ko,2020,MW,400.0
Cambodia,Nam_Ko,2030,MW,400.0
Laos,Nam_Ko,2020,MW,7295.3
Laos,Nam_Ko,2030,MW,7295.3
Myanmar,Nam_Ko,2020,MW,0.0
Myanmar,Nam_Ko,2030,MW,0.0
Thailand,Nam_Ko,2020,MW,662.38
Thailand,Nam_Ko,2030,MW,662.38
Vietnam,Nam_Ko,2020,MW,2281.0
Vietnam,Nam_Ko,2030,MW,2281.0
Cambodia,Nam_Ou_2,2020,MW,400.0
Cambodia,Nam_Ou_2,2030,MW,400.0
Laos,Nam_Ou_2,2020,MW,7295.3
Laos,Nam_Ou_2,2030,MW,7295.3
Myanmar,Nam_Ou_2,2020,MW,0.0
Myanmar,Nam_Ou_2,2030,MW,0.0
Thailand,Nam_Ou_2,2020,MW,662.38
Thailand,Nam_Ou_2,2030,MW,662.38
Vietnam,Nam_Ou_2,2020,MW,2281.0
Vietnam,Nam_Ou_2,2030,MW,2281.0
Cambodia,Nam_Tha_1,2020,MW,400.0
Cambodia,Nam_Tha_1,2030,MW,400.0
Laos,Nam_Tha_1,2020,MW,7295.3
Laos,Nam_Tha_1,2030,MW,7295.3
Myanmar,Nam_Tha_1,2020,MW,0.0
Myanmar,Nam_Tha_1,2030,MW,0.0
Thailand,Nam_Tha_1,2020,MW,662.38
Thailand,Nam_Tha_1,2030,MW,662.38
Vietnam,Nam_Tha_1,2020,MW,2281.0
Vietnam,Nam_Tha_1,2030,MW,2281.0
Cambodia,Nam_Ou_1,2020,MW,400.0
Cambodia,Nam_Ou_1,2030,MW,400.0
Laos,Nam_Ou_1,2020,MW,7295.3
Laos,Nam_Ou_1,2030,MW,7295.3
Myanmar,Nam_Ou_1,2020,MW,0.0
Myanmar,Nam_Ou_1,2030,MW,0.0
Thailand,Nam_Ou_1,2020,MW,662.38
Thailand,Nam_Ou_1,2030,MW,662.38
Vietnam,Nam_Ou_1,2020,MW,2281.0
Vietnam,Nam_Ou_1,2030,MW,2281.0
Cambodia,Nam_Beng,2020,MW,400.0
Cambodia,Nam_Beng,2030,MW,400.0
Laos,Nam_Beng,2020,MW,7295.3
Laos,Nam_Beng,2030,MW,7295.3
Myanmar,Nam_Beng,2020,MW,0.0
Myanmar,Nam_Beng,2030,MW,0.0
Thailand,Nam_Beng,2020,MW,662.38
Thailand,Nam_Beng,2030,MW,662.38
Vietnam,Nam_Beng,2020,MW,2281.0
Vietnam,Nam_Beng,2030,MW,2281.0
Cambodia,Nam_Khan_3_(Down),2020,MW,400.0
Cambodia,Nam_Khan_3_(Down),2030,MW,400.0
Laos,Nam_Khan_3_(Down),2020,MW,7295.3
Laos,Nam_Khan_3_(Down),2030,MW,7295.3
Myanmar,Nam_Khan_3_(Down),2020,MW,0.0
Myanmar,Nam_Khan_3_(Down),2030,MW,0.0
Thailand,Nam_Khan_3_(Down),2020,MW,662.38
Thailand,Nam_Khan_3_(Down),2030,MW,662.38
Vietnam,Nam_Khan_3_(Down),2020,MW,2281.0
Vietnam,Nam_Khan_3_(Down),2030,MW,2281.0
Cambodia,Nam_Khan_2,2020,MW,400.0
Cambodia,Nam_Khan_2,2030,MW,400.0
Laos,Nam_Khan_2,2020,MW,7295.3
Laos,Nam_Khan_2,2030,MW,7295.3
Myanmar,Nam_Khan_2,2020,MW,0.0
Myanmar,Nam_Khan_2,2030,MW,0.0
Thailand,Nam_Khan_2,2020,MW,662.38
Thailand,Nam_Khan_2,2030,MW,662.38
Vietnam,Nam_Khan_2,2020,MW,2281.0
Vietnam,Nam_Khan_2,2030,MW,2281.0
Cambodia,Mekong_at_Xayabuly,2020,MW,400.0
Cambodia,Mekong_at_Xayabuly,2030,MW,400.0
Laos,Mekong_at_Xayabuly,2020,MW,7295.3
Laos,Mekong_at_Xayabuly,2030,MW,7295.3
Myanmar,Mekong_at_Xayabuly,2020,MW,0.0
Myanmar,Mekong_at_Xayabuly,2030,MW,0.0
Thailand,Mekong_at_Xayabuly,2020,MW,662.38
Thailand,Mekong_at_Xayabuly,2030,MW,662.38
Vietnam,Mekong_at_Xayabuly,2020,MW,2281.0
Vietnam,Mekong_at_Xayabuly,2030,MW,2281.0
Cambodia,Nam_Ngum_3,2020,MW,400.0
Cambodia,Nam_Ngum_3,2030,MW,400.0
Laos,Nam_Ngum_3,2020,MW,7295.3
Laos,Nam_Ngum_3,2030,MW,7295.3
Myanmar,Nam_Ngum_3,2020,MW,0.0
Myanmar,Nam_Ngum_3,2030,MW,0.0
Thailand,Nam_Ngum_3,2020,MW,662.38
Thailand,Nam_Ngum_3,2030,MW,662.38
Vietnam,Nam_Ngum_3,2020,MW,2281.0
Vietnam,Nam_Ngum_3,2030,MW,2281.0
Cambodia,Nam_Pouy_1,2020,MW,400.0
Cambodia,Nam_Pouy_1,2030,MW,400.0
Laos,Nam_Pouy_1,2020,MW,7295.3
Laos,Nam_Pouy_1,2030,MW,7295.3
Myanmar,Nam_Pouy_1,2020,MW,0.0
Myanmar,Nam_Pouy_1,2030,MW,0.0
Thailand,Nam_Pouy_1,2020,MW,662.38
Thailand,Nam_Pouy_1,2030,MW,662.38
Vietnam,Nam_Pouy_1,2020,MW,2281.0
Vietnam,Nam_Pouy_1,2030,MW,2281.0
Cambodia,Nam_Ngum_2,2020,MW,400.0
Cambodia,Nam_Ngum_2,2030,MW,400.0
Laos,Nam_Ngum_2,2020,MW,7295.3
Laos,Nam_Ngum_2,2030,MW,7295.3
Myanmar,Nam_Ngum_2,2020,MW,0.0
Myanmar,Nam_Ngum_2,2030,MW,0.0
Thailand,Nam_Ngum_2,2020,MW,662.38
Thailand,Nam_Ngum_2,2030,MW,662.38
Vietnam,Nam_Ngum_2,2020,MW,2281.0
Vietnam,Nam_Ngum_2,2030,MW,2281.0
Cambodia,Nam_Ngiep_1,2020,MW,400.0
Cambodia,Nam_Ngiep_1,2030,MW,400.0
Laos,Nam_Ngiep_1,2020,MW,7295.3
Laos,Nam_Ngiep_1,2030,MW,7295.3
Myanmar,Nam_Ngiep_1,2020,MW,0.0
Myanmar,Nam_Ngiep_1,2030,MW,0.0
Thailand,Nam_Ngiep_1,2020,MW,662.38
Thailand,Nam_Ngiep_1,2030,MW,662.38
Vietnam,Nam_Ngiep_1,2020,MW,2281.0
Vietnam,Nam_Ngiep_1,2030,MW,2281.0
Cambodia,Nam_Lik_1-2,2020,MW,400.0
Cambodia,Nam_Lik_1-2,2030,MW,400.0
Laos,Nam_Lik_1-2,2020,MW,7295.3
Laos,Nam_Lik_1-2,2030,MW,7295.3
Myanmar,Nam_Lik_1-2,2020,MW,0.0
Myanmar,Nam_Lik_1-2,2030,MW,0.0
Thailand,Nam_Lik_1-2,2020,MW,662.38
Thailand,Nam_Lik_1-2,2030,MW,662.38
Vietnam,Nam_Lik_1-2,2020,MW,2281.0
Vietnam,Nam_Lik_1-2,2030,MW,2281.0
Cambodia,Nam_Ngum_1,2020,MW,400.0
Cambodia,Nam_Ngum_1,2030,MW,400.0
Laos,Nam_Ngum_1,2020,MW,7295.3
Laos,Nam_Ngum_1,2030,MW,7295.3
Myanmar,Nam_Ngum_1,2020,MW,0.0
Myanmar,Nam_Ngum_1,2030,MW,0.0
Thailand,Nam_Ngum_1,2020,MW,662.38
Thailand,Nam_Ngum_1,2030,MW,662.38
Vietnam,Nam_Ngum_1,2020,MW,2281.0
Vietnam,Nam_Ngum_1,2030,MW,2281.0
Cambodia,Nam_Lik_1,2020,MW,400.0
Cambodia,Nam_Lik_1,2030,MW,400.0
Laos,Nam_Lik_1,2020,MW,7295.3
Laos,Nam_Lik_1,2030,MW,7295.3
Myanmar,Nam_Lik_1,2020,MW,0.0
Myanmar,Nam_Lik_1,2030,MW,0.0
Thailand,Nam_Lik_1,2020,MW,662.38
Thailand,Nam_Lik_1,2030,MW,662.38
Vietnam,Nam_Lik_1,2020,MW,2281.0
Vietnam,Nam_Lik_1,2030,MW,2281.0
Cambodia,Nam_Ngiep-regulating_dam,2020,MW,400.0
Cambodia,Nam_Ngiep-regulating_dam,2030,MW,400.0
Laos,Nam_Ngiep-regulating_dam,2020,MW,7295.3
Laos,Nam_Ngiep-regulating_dam,2030,MW,7295.3
Myanmar,Nam_Ngiep-regulating_dam,2020,MW,0.0
Myanmar,Nam_Ngiep-regulating_dam,2030,MW,0.0
Thailand,Nam_Ngiep-regulating_dam,2020,MW,662.38
Thailand,Nam_Ngiep-regulating_dam,2030,MW,662.38
Vietnam,Nam_Ngiep-regulating_dam,2020,MW,2281.0
Vietnam,Nam_Ngiep-regulating_dam,2030,MW,2281.0
Cambodia,Nam_Poun,2020,MW,400.0
Cambodia,Nam_Poun,2030,MW,400.0
Laos,Nam_Poun,2020,MW,7295.3
Laos,Nam_Poun,2030,MW,7295.3
Myanmar,Nam_Poun,2020,MW,0.0
Myanmar,Nam_Poun,2030,MW,0.0
Thailand,Nam_Poun,2020,MW,662.38
Thailand,Nam_Poun,2030,MW,662.38
Vietnam,Nam_Poun,2020,MW,2281.0
Vietnam,Nam_Poun,2030,MW,2281.0
Cambodia,Nam_Theun1,2020,MW,400.0
Cambodia,Nam_Theun1,2030,MW,400.0
Laos,Nam_Theun1,2020,MW,7295.3
Laos,Nam_Theun1,2030,MW,7295.3
Myanmar,Nam_Theun1,2020,MW,0.0
Myanmar,Nam_Theun1,2030,MW,0.0
Thailand,Nam_Theun1,2020,MW,662.38
Thailand,Nam_Theun1,2030,MW,662.38
Vietnam,Nam_Theun1,2020,MW,2281.0
Vietnam,Nam_Theun1,2030,MW,2281.0
Cambodia,Theun-Hinboun_exp._(NG8),2020,MW,400.0
Cambodia,Theun-Hinboun_exp._(NG8),2030,MW,400.0
Laos,Theun-Hinboun_exp._(NG8),2020,MW,7295.3
Laos,Theun-Hinboun_exp._(NG8),2030,MW,7295.3
Myanmar,Theun-Hinboun_exp._(NG8),2020,MW,0.0
Myanmar,Theun-Hinboun_exp._(NG8),2030,MW,0.0
Thailand,Theun-Hinboun_exp._(NG8),2020,MW,662.38
Thailand,Theun-Hinboun_exp._(NG8),2030,MW,662.38
Vietnam,Theun-Hinboun_exp._(NG8),2020,MW,2281.0
Vietnam,Theun-Hinboun_exp._(NG8),2030,MW,2281.0
Cambodia,Theun-Hinboun,2020,MW,400.0
Cambodia,Theun-Hinboun,2030,MW,400.0
Laos,Theun-Hinboun,2020,MW,7295.3
Laos,Theun-Hinboun,2030,MW,7295.3
Myanmar,Theun-Hinboun,2020,MW,0.0
Myanmar,Theun-Hinboun,2030,MW,0.0
Thailand,Theun-Hinboun,2020,MW,662.38
Thailand,Theun-Hinboun,2030,MW,662.38
Vietnam,Theun-Hinboun,2020,MW,2281.0
Vietnam,Theun-Hinboun,2030,MW,2281.0
Cambodia,Ubol_Ratana,2020,MW,400.0
Cambodia,Ubol_Ratana,2030,MW,400.0
Laos,Ubol_Ratana,2020,MW,7295.3
Laos,Ubol_Ratana,2030,MW,7295.3
Myanmar,Ubol_Ratana,2020,MW,0.0
Myanmar,Ubol_Ratana,2030,MW,0.0
Thailand,Ubol_Ratana,2020,MW,662.38
Thailand,Ubol_Ratana,2030,MW,662.38
Vietnam,Ubol_Ratana,2020,MW,2281.0
Vietnam,Ubol_Ratana,2030,MW,2281.0
Cambodia,Huai_Kum,2020,MW,400.0
Cambodia,Huai_Kum,2030,MW,400.0
Laos,Huai_Kum,2020,MW,7295.3
Laos,Huai_Kum,2030,MW,7295.3
Myanmar,Huai_Kum,2020,MW,0.0
Myanmar,Huai_Kum,2030,MW,0.0
Thailand,Huai_Kum,2020,MW,662.38
Thailand,Huai_Kum,2030,MW,662.38
Vietnam,Huai_Kum,2020,MW,2281.0
Vietnam,Huai_Kum,2030,MW,2281.0
Cambodia,Xe_Kong_5,2020,MW,400.0
Cambodia,Xe_Kong_5,2030,MW,400.0
Laos,Xe_Kong_5,2020,MW,7295.3
Laos,Xe_Kong_5,2030,MW,7295.3
Myanmar,Xe_Kong_5,2020,MW,0.0
Myanmar,Xe_Kong_5,2030,MW,0.0
Thailand,Xe_Kong_5,2020,MW,662.38
Thailand,Xe_Kong_5,2030,MW,662.38
Vietnam,Xe_Kong_5,2020,MW,2281.0
Vietnam,Xe_Kong_5,2030,MW,2281.0
Cambodia,Xeset_1,2020,MW,400.0
Cambodia,Xeset_1,2030,MW,400.0
Laos,Xeset_1,2020,MW,7295.3
Laos,Xeset_1,2030,MW,7295.3
Myanmar,Xeset_1,2020,MW,0.0
Myanmar,Xeset_1,2030,MW,0.0
Thailand,Xeset_1,2020,MW,662.38
Thailand,Xeset_1,2030,MW,662.38
Vietnam,Xeset_1,2020,MW,2281.0
Vietnam,Xeset_1,2030,MW,2281.0
Cambodia,Xedon_2,2020,MW,400.0
Cambodia,Xedon_2,2030,MW,400.0
Laos,Xedon_2,2020,MW,7295.3
Laos,Xedon_2,2030,MW,7295.3
Myanmar,Xedon_2,2020,MW,0.0
Myanmar,Xedon_2,2030,MW,0.0
Thailand,Xedon_2,2020,MW,662.38
Thailand,Xedon_2,2030,MW,662.38
Vietnam,Xedon_2,2020,MW,2281.0
Vietnam,Xedon_2,2030,MW,2281.0
Cambodia,Xelabam,2020,MW,400.0
Cambodia,Xelabam,2030,MW,400.0
Laos,Xelabam,2020,MW,7295.3
Laos,Xelabam,2030,MW,7295.3
Myanmar,Xelabam,2020,MW,0.0
Myanmar,Xelabam,2030,MW,0.0
Thailand,Xelabam,2020,MW,662.38
Thailand,Xelabam,2030,MW,662.38
Vietnam,Xelabam,2020,MW,2281.0
Vietnam,Xelabam,2030,MW,2281.0
Cambodia,Xekaman_3,2020,MW,400.0
Cambodia,Xekaman_3,2030,MW,400.0
Laos,Xekaman_3,2020,MW,7295.3
Laos,Xekaman_3,2030,MW,7295.3
Myanmar,Xekaman_3,2020,MW,0.0
Myanmar,Xekaman_3,2030,MW,0.0
Thailand,Xekaman_3,2020,MW,662.38
Thailand,Xekaman_3,2030,MW,662.38
Vietnam,Xekaman_3,2020,MW,2281.0
Vietnam,Xekaman_3,2030,MW,2281.0
Cambodia,Pak_Mun,2020,MW,400.0
Cambodia,Pak_Mun,2030,MW,400.0
Laos,Pak_Mun,2020,MW,7295.3
Laos,Pak_Mun,2030,MW,7295.3
Myanmar,Pak_Mun,2020,MW,0.0
Myanmar,Pak_Mun,2030,MW,0.0
Thailand,Pak_Mun,2020,MW,662.38
Thailand,Pak_Mun,2030,MW,662.38
Vietnam,Pak_Mun,2020,MW,2281.0
Vietnam,Pak_Mun,2030,MW,2281.0
Cambodia,Xe_Kaman_2B,2020,MW,400.0
Cambodia,Xe_Kaman_2B,2030,MW,400.0
Laos,Xe_Kaman_2B,2020,MW,7295.3
Laos,Xe_Kaman_2B,2030,MW,7295.3
Myanmar,Xe_Kaman_2B,2020,MW,0.0
Myanmar,Xe_Kaman_2B,2030,MW,0.0
Thailand,Xe_Kaman_2B,2020,MW,662.38
Thailand,Xe_Kaman_2B,2030,MW,662.38
Vietnam,Xe_Kaman_2B,2020,MW,2281.0
Vietnam,Xe_Kaman_2B,2030,MW,2281.0
Cambodia,Xekaman-Sanxay,2020,MW,400.0
Cambodia,Xekaman-Sanxay,2030,MW,400.0
Laos,Xekaman-Sanxay,2020,MW,7295.3
Laos,Xekaman-Sanxay,2030,MW,7295.3
Myanmar,Xekaman-Sanxay,2020,MW,0.0
Myanmar,Xekaman-Sanxay,2030,MW,0.0
Thailand,Xekaman-Sanxay,2020,MW,662.38
Thailand,Xekaman-Sanxay,2030,MW,662.38
Vietnam,Xekaman-Sanxay,2020,MW,2281.0
Vietnam,Xekaman-Sanxay,2030,MW,2281.0
Cambodia,Xe_Nam_Noy_5,2020,MW,400.0
Cambodia,Xe_Nam_Noy_5,2030,MW,400.0
Laos,Xe_Nam_Noy_5,2020,MW,7295.3
Laos,Xe_Nam_Noy_5,2030,MW,7295.3
Myanmar,Xe_Nam_Noy_5,2020,MW,0.0
Myanmar,Xe_Nam_Noy_5,2030,MW,0.0
Thailand,Xe_Nam_Noy_5,2020,MW,662.38
Thailand,Xe_Nam_Noy_5,2030,MW,662.38
Vietnam,Xe_Nam_Noy_5,2020,MW,2281.0
Vietnam,Xe_Nam_Noy_5,2030,MW,2281.0
Cambodia,Xe_Kaman_2A,2020,MW,400.0
Cambodia,Xe_Kaman_2A,2030,MW,400.0
Laos,Xe_Kaman_2A,2020,MW,7295.3
Laos,Xe_Kaman_2A,2030,MW,7295.3
Myanmar,Xe_Kaman_2A,2020,MW,0.0
Myanmar,Xe_Kaman_2A,2030,MW,0.0
Thailand,Xe_Kaman_2A,2020,MW,662.38
Thailand,Xe_Kaman_2A,2030,MW,662.38
Vietnam,Xe_Kaman_2A,2020,MW,2281.0
Vietnam,Xe_Kaman_2A,2030,MW,2281.0
Cambodia,Xekatam,2020,MW,400.0
Cambodia,Xekatam,2030,MW,400.0
Laos,Xekatam,2020,MW,7295.3
Laos,Xekatam,2030,MW,7295.3
Myanmar,Xekatam,2020,MW,0.0
Myanmar,Xekatam,2030,MW,0.0
Thailand,Xekatam,2020,MW,662.38
Thailand,Xekatam,2030,MW,662.38
Vietnam,Xekatam,2020,MW,2281.0
Vietnam,Xekatam,2030,MW,2281.0
Cambodia,Xekaman_1,2020,MW,400.0
Cambodia,Xekaman_1,2030,MW,400.0
Laos,Xekaman_1,2020,MW,7295.3
Laos,Xekaman_1,2030,MW,7295.3
Myanmar,Xekaman_1,2020,MW,0.0
Myanmar,Xekaman_1,2030,MW,0.0
Thailand,Xekaman_1,2020,MW,662.38
Thailand,Xekaman_1,2030,MW,662.38
Vietnam,Xekaman_1,2020,MW,2281.0
Vietnam,Xekaman_1,2030,MW,2281.0
Cambodia,Lam_Ta_Khong_P.S.,2020,MW,400.0
Cambodia,Lam_Ta_Khong_P.S.,2030,MW,400.0
Laos,Lam_Ta_Khong_P.S.,2020,MW,7295.3
Laos,Lam_Ta_Khong_P.S.,2030,MW,7295.3
Myanmar,Lam_Ta_Khong_P.S.,2020,MW,0.0
Myanmar,Lam_Ta_Khong_P.S.,2030,MW,0.0
Thailand,Lam_Ta_Khong_P.S.,2020,MW,662.38
Thailand,Lam_Ta_Khong_P.S.,2030,MW,662.38
Vietnam,Lam_Ta_Khong_P.S.,2020,MW,2281.0
Vietnam,Lam_Ta_Khong_P.S.,2030,MW,2281.0
Cambodia,Nam_Kong_1,2020,MW,400.0
Cambodia,Nam_Kong_1,2030,MW,400.0
Laos,Nam_Kong_1,2020,MW,7295.3
Laos,Nam_Kong_1,2030,MW,7295.3
Myanmar,Nam_Kong_1,2020,MW,0.0
Myanmar,Nam_Kong_1,2030,MW,0.0
Thailand,Nam_Kong_1,2020,MW,662.38
Thailand,Nam_Kong_1,2030,MW,662.38
Vietnam,Nam_Kong_1,2020,MW,2281.0
Vietnam,Nam_Kong_1,2030,MW,2281.0
Cambodia,Nam_Kong_2,2020,MW,400.0
Cambodia,Nam_Kong_2,2030,MW,400.0
Laos,Nam_Kong_2,2020,MW,7295.3
Laos,Nam_Kong_2,2030,MW,7295.3
Myanmar,Nam_Kong_2,2020,MW,0.0
Myanmar,Nam_Kong_2,2030,MW,0.0
Thailand,Nam_Kong_2,2020,MW,662.38
Thailand,Nam_Kong_2,2030,MW,662.38
Vietnam,Nam_Kong_2,2020,MW,2281.0
Vietnam,Nam_Kong_2,2030,MW,2281.0
Cambodia,Plei_Krong,2020,MW,400.0
Cambodia,Plei_Krong,2030,MW,400.0
Laos,Plei_Krong,2020,MW,7295.3
Laos,Plei_Krong,2030,MW,7295.3
Myanmar,Plei_Krong,2020,MW,0.0
Myanmar,Plei_Krong,2030,MW,0.0
Thailand,Plei_Krong,2020,MW,662.38
Thailand,Plei_Krong,2030,MW,662.38
Vietnam,Plei_Krong,2020,MW,2281.0
Vietnam,Plei_Krong,2030,MW,2281.0
Cambodia,Yali,2020,MW,400.0
Cambodia,Yali,2030,MW,400.0
Laos,Yali,2020,MW,7295.3
Laos,Yali,2030,MW,7295.3
Myanmar,Yali,2020,MW,0.0
Myanmar,Yali,2030,MW,0.0
Thailand,Yali,2020,MW,662.38
Thailand,Yali,2030,MW,662.38
Vietnam,Yali,2020,MW,2281.0
Vietnam,Yali,2030,MW,2281.0
Cambodia,Se_San_3,2020,MW,400.0
Cambodia,Se_San_3,2030,MW,400.0
Laos,Se_San_3,2020,MW,7295.3
Laos,Se_San_3,2030,MW,7295.3
Myanmar,Se_San_3,2020,MW,0.0
Myanmar,Se_San_3,2030,MW,0.0
Thailand,Se_San_3,2020,MW,662.38
Thailand,Se_San_3,2030,MW,662.38
Vietnam,Se_San_3,2020,MW,2281.0
Vietnam,Se_San_3,2030,MW,2281.0
Cambodia,Se_San_3A,2020,MW,400.0
Cambodia,Se_San_3A,2030,MW,400.0
Laos,Se_San_3A,2020,MW,7295.3
Laos,Se_San_3A,2030,MW,7295.3
Myanmar,Se_San_3A,2020,MW,0.0
Myanmar,Se_San_3A,2030,MW,0.0
Thailand,Se_San_3A,2020,MW,662.38
Thailand,Se_San_3A,2030,MW,662.38
Vietnam,Se_San_3A,2020,MW,2281.0
Vietnam,Se_San_3A,2030,MW,2281.0
