zone,tech,year,unit,value
BA1,Chief_Joseph,2024,MW,11355.0
BA1,Chief_Joseph,2025,MW,11355.0
BA1,Chief_Joseph,2026,MW,11355.0
BA1,Chief_Joseph,2027,MW,11355.0
BA1,Chief_Joseph,2028,MW,11355.0
BA1,Chief_Joseph,2029,MW,11355.0
BA1,Chief_Joseph,2030,MW,11355.0
BA2,Chief_Joseph,2020,MW,2804.0
BA2,Chief_Joseph,2021,MW,2804.0
BA2,Chief_Joseph,2022,MW,2804.0
BA2,Chief_Joseph,2023,MW,2804.0
BA2,Chief_Joseph,2024,MW,2804.0
BA2,Chief_Joseph,2025,MW,2804.0
BA2,Chief_Joseph,2026,MW,2804.0
BA2,Chief_Joseph,2027,MW,2804.0
BA2,Chief_Joseph,2028,MW,2804.0
BA2,Chief_Joseph,2029,MW,2804.0
BA2,Chief_Joseph,2030,MW,2804.0
BA3,Chief_Joseph,2020,MW,5300.0
BA3,Chief_Joseph,2021,MW,5300.0
BA3,Chief_Joseph,2022,MW,5300.0
BA3,Chief_Joseph,2023,MW,5300.0
BA3,Chief_Joseph,2024,MW,5300.0
BA3,Chief_Joseph,2025,MW,5300.0
BA3,Chief_Joseph,2026,MW,5300.0
BA3,Chief_Joseph,2027,MW,5300.0
BA3,Chief_Joseph,2028,MW,5300.0
BA3,Chief_Joseph,2029,MW,5300.0
BA3,Chief_Joseph,2030,MW,5300.0
BA1,Wells,2020,MW,11355.0
BA1,Wells,2021,MW,11355.0
BA1,Wells,2022,MW,11355.0
BA1,Wells,2023,MW,11355.0
BA1,Wells,2024,MW,11355.0
BA1,Wells,2025,MW,11355.0
BA1,Wells,2026,MW,11355.0
BA1,Wells,2027,MW,11355.0
BA1,Wells,2028,MW,11355.0
BA1,Wells,2029,MW,11355.0
BA1,Wells,2030,MW,11355.0
BA2,Wells,2020,MW,2804.0
BA2,Wells,2021,MW,2804.0
BA2,Wells,2022,MW,2804.0
BA2,Wells,2023,MW,2804.0
BA2,Wells,2024,MW,2804.0
BA2,Wells,2025,MW,2804.0
BA2,Wells,2026,MW,2804.0
BA2,Wells,2027,MW,2804.0
BA2,Wells,2028,MW,2804.0
BA2,Wells,2029,MW,2804.0
BA2,Wells,2030,MW,2804.0
BA3,Wells,2020,MW,5300.0
BA3,Wells,2021,MW,5300.0
BA3,Wells,2022,MW,5300.0
BA3,Wells,2023,MW,5300.0
BA3,Wells,2024,MW,5300.0
BA3,Wells,2025,MW,5300.0
BA3,Wells,2026,MW,5300.0
BA3,Wells,2027,MW,5300.0
BA3,Wells,2028,MW,5300.0
BA3,Wells,2029,MW,5300.0
BA3,Wells,2030,MW,5300.0
BA1,Rocky_Reach,2020,MW,11355.0
BA1,Rocky_Reach,2021,MW,11355.0
BA1,Rocky_Reach,2022,MW,11355.0
BA1,Rocky_Reach,2023,MW,11355.0
BA1,Rocky_Reach,2024,MW,11355.0
BA1,Rocky_Reach,2025,MW,11355.0
BA1,Rocky_Reach,2026,MW,11355.0
BA1,Rocky_Reach,2027,MW,11355.0
BA1,Rocky_Reach,2028,MW,11355.0
BA1,Rocky_Reach,2029,MW,11355.0
BA1,Rocky_Reach,2030,MW,11355.0
BA2,Rocky_Reach,2020,MW,2804.0
BA2,Rocky_Reach,2021,MW,2804.0
BA2,Rocky_Reach,2022,MW,2804.0
BA2,Rocky_Reach,2023,MW,2804.0
BA2,Rocky_Reach,2024,MW,2804.0
BA2,Rocky_Reach,2025,MW,2804.0
BA2,Rocky_Reach,2026,MW,2804.0
BA2,Rocky_Reach,2027,MW,2804.0
BA2,Rocky_Reach,2028,MW,2804.0
BA2,Rocky_Reach,2029,MW,2804.0
BA2,Rocky_Reach,2030,MW,2804.0
BA3,Rocky_Reach,2020,MW,5300.0
BA3,Rocky_Reach,2021,MW,5300.0
BA3,Rocky_Reach,2022,MW,5300.0
BA3,Rocky_Reach,2023,MW,5300.0
BA3,Rocky_Reach,2024,MW,5300.0
BA3,Rocky_Reach,2025,MW,5300.0
BA3,Rocky_Reach,2026,MW,5300.0
BA3,Rocky_Reach,2027,MW,5300.0
BA3,Rocky_Reach,2028,MW,5300.0
BA3,Rocky_Reach,2029,MW,5300.0
BA3,Rocky_Reach,2030,MW,5300.0
BA1,Rock_Island,2020,MW,11355.0
BA1,Rock_Island,2021,MW,11355.0
BA1,Rock_Island,2022,MW,11355.0
BA1,Rock_Island,2023,MW,11355.0
BA1,Rock_Island,2024,MW,11355.0
BA1,Rock_Island,2025,MW,11355.0
BA1,Rock_Island,2026,MW,11355.0
BA1,Rock_Island,2027,MW,11355.0
BA1,Rock_Island,2028,MW,11355.0
BA1,Rock_Island,2029,MW,11355.0
BA1,Rock_Island,2030,MW,11355.0
BA2,Rock_Island,2020,MW,2804.0
BA2,Rock_Island,2021,MW,2804.0
BA2,Rock_Island,2022,MW,2804.0
BA2,Rock_Island,2023,MW,2804.0
BA2,Rock_Island,2024,MW,2804.0
BA2,Rock_Island,2025,MW,2804.0
BA2,Rock_Island,2026,MW,2804.0
BA2,Rock_Island,2027,MW,2804.0
BA2,Rock_Island,2028,MW,2804.0
BA2,Rock_Island,2029,MW,2804.0
BA2,Rock_Island,2030,MW,2804.0
BA3,Rock_Island,2020,MW,5300.0
BA3,Rock_Island,2021,MW,5300.0
BA3,Rock_Island,2022,MW,5300.0
BA3,Rock_Island,2023,MW,5300.0
BA3,Rock_Island,2024,MW,5300.0
BA3,Rock_Island,2025,MW,5300.0
BA3,Rock_Island,2026,MW,5300.0
BA3,Rock_Island,2027,MW,5300.0
BA3,Rock_Island,2028,MW,5300.0
BA3,Rock_Island,2029,MW,5300.0
BA3,Rock_Island,2030,MW,5300.0
BA1,Wanapum,2020,MW,11355.0
BA1,Wanapum,2021,MW,11355.0
BA1,Wanapum,2022,MW,11355.0
BA1,Wanapum,2023,MW,11355.0
BA1,Wanapum,2024,MW,11355.0
BA1,Wanapum,2025,MW,11355.0
BA1,Wanapum,2026,MW,11355.0
BA1,Wanapum,2027,MW,11355.0
BA1,Wanapum,2028,MW,11355.0
BA1,Wanapum,2029,MW,11355.0
BA1,Wanapum,2030,MW,11355.0
BA2,Wanapum,2020,MW,2804.0
BA2,Wanapum,2021,MW,2804.0
BA2,Wanapum,2022,MW,2804.0
BA2,Wanapum,2023,MW,2804.0
BA2,Wanapum,2024,MW,2804.0
BA2,Wanapum,2025,MW,2804.0
BA2,Wanapum,2026,MW,2804.0
BA2,Wanapum,2027,MW,2804.0
BA2,Wanapum,2028,MW,2804.0
BA2,Wanapum,2029,MW,2804.0
BA2,Wanapum,2030,MW,2804.0
BA3,Wanapum,2020,MW,5300.0
BA3,Wanapum,2021,MW,5300.0
BA3,Wanapum,2022,MW,5300.0
BA3,Wanapum,2023,MW,5300.0
BA3,Wanapum,2024,MW,5300.0
BA3,Wanapum,2025,MW,5300.0
BA3,Wanapum,2026,MW,5300.0
BA3,Wanapum,2027,MW,5300.0
BA3,Wanapum,2028,MW,5300.0
BA3,Wanapum,2029,MW,5300.0
BA3,Wanapum,2030,MW,5300.0
BA1,Priest_Rapids,2020,MW,11355.0
BA1,Priest_Rapids,2021,MW,11355.0
BA1,Priest_Rapids,2022,MW,11355.0
BA1,Priest_Rapids,2023,MW,11355.0
BA1,Priest_Rapids,2024,MW,11355.0
BA1,Priest_Rapids,2025,MW,11355.0
BA1,Priest_Rapids,2026,MW,11355.0
BA1,Priest_Rapids,2027,MW,11355.0
BA1,Priest_Rapids,2028,MW,11355.0
BA1,Priest_Rapids,2029,MW,11355.0
BA1,Priest_Rapids,2030,MW,11355.0
BA2,Priest_Rapids,2020,MW,2804.0
BA2,Priest_Rapids,2021,MW,2804.0
BA2,Priest_Rapids,2022,MW,2804.0
BA2,Priest_Rapids,2023,MW,2804.0
BA2,Priest_Rapids,2024,MW,2804.0
BA2,Priest_Rapids,2025,MW,2804.0
BA2,Priest_Rapids,2026,MW,2804.0
BA2,Priest_Rapids,2027,MW,2804.0
BA2,Priest_Rapids,2028,MW,2804.0
BA2,Priest_Rapids,2029,MW,2804.0
BA2,Priest_Rapids,2030,MW,2804.0
BA3,Priest_Rapids,2020,MW,5300.0
BA3,Priest_Rapids,2021,MW,5300.0
BA3,Priest_Rapids,2022,MW,5300.0
BA3,Priest_Rapids,2023,MW,5300.0
BA3,Priest_Rapids,2024,MW,5300.0
BA3,Priest_Rapids,2025,MW,5300.0
BA3,Priest_Rapids,2026,MW,5300.0
BA3,Priest_Rapids,2027,MW,5300.0
BA3,Priest_Rapids,2028,MW,5300.0
BA3,Priest_Rapids,2029,MW,5300.0
BA3,Priest_Rapids,2030,MW,5300.0
BA1,Lower_Granite,2020,MW,11355.0
BA1,Lower_Granite,2021,MW,11355.0
BA1,Lower_Granite,2022,MW,11355.0
BA1,Lower_Granite,2023,MW,11355.0
BA1,Lower_Granite,2024,MW,11355.0
BA1,Lower_Granite,2025,MW,11355.0
BA1,Lower_Granite,2026,MW,11355.0
BA1,Lower_Granite,2027,MW,11355.0
BA1,Lower_Granite,2028,MW,11355.0
BA1,Lower_Granite,2029,MW,11355.0
BA1,Lower_Granite,2030,MW,11355.0
BA2,Lower_Granite,2020,MW,2804.0
BA2,Lower_Granite,2021,MW,2804.0
BA2,Lower_Granite,2022,MW,2804.0
BA2,Lower_Granite,2023,MW,2804.0
BA2,Lower_Granite,2024,MW,2804.0
BA2,Lower_Granite,2025,MW,2804.0
BA2,Lower_Granite,2026,MW,2804.0
BA2,Lower_Granite,2027,MW,2804.0
BA2,Lower_Granite,2028,MW,2804.0
BA2,Lower_Granite,2029,MW,2804.0
BA2,Lower_Granite,2030,MW,2804.0
BA3,Lower_Granite,2020,MW,5300.0
BA3,Lower_Granite,2021,MW,5300.0
BA3,Lower_Granite,2022,MW,5300.0
BA3,Lower_Granite,2023,MW,5300.0
BA3,Lower_Granite,2024,MW,5300.0
BA3,Lower_Granite,2025,MW,5300.0
BA3,Lower_Granite,2026,MW,5300.0
BA3,Lower_Granite,2027,MW,5300.0
BA3,Lower_Granite,2028,MW,5300.0
BA3,Lower_Granite,2029,MW,5300.0
BA3,Lower_Granite,2030,MW,5300.0
BA1,Little_Goose,2020,MW,11355.0
BA1,Little_Goose,2021,MW,11355.0
BA1,Little_Goose,2022,MW,11355.0
BA1,Little_Goose,2023,MW,11355.0
BA1,Little_Goose,2024,MW,11355.0
BA1,Little_Goose,2025,MW,11355.0
BA1,Little_Goose,2026,MW,11355.0
BA1,Little_Goose,2027,MW,11355.0
BA1,Little_Goose,2028,MW,11355.0
BA1,Little_Goose,2029,MW,11355.0
BA1,Little_Goose,2030,MW,11355.0
BA2,Little_Goose,2020,MW,2804.0
BA2,Little_Goose,2021,MW,2804.0
BA2,Little_Goose,2022,MW,2804.0
BA2,Little_Goose,2023,MW,2804.0
BA2,Little_Goose,2024,MW,2804.0
BA2,Little_Goose,2025,MW,2804.0
BA2,Little_Goose,2026,MW,2804.0
BA2,Little_Goose,2027,MW,2804.0
BA2,Little_Goose,2028,MW,2804.0
BA2,Little_Goose,2029,MW,2804.0
BA2,Little_Goose,2030,MW,2804.0
BA3,Little_Goose,2020,MW,5300.0
BA3,Little_Goose,2021,MW,5300.0
BA3,Little_Goose,2022,MW,5300.0
BA3,Little_Goose,2023,MW,5300.0
BA3,Little_Goose,2024,MW,5300.0
BA3,Little_Goose,2025,MW,5300.0
BA3,Little_Goose,2026,MW,5300.0
BA3,Little_Goose,2027,MW,5300.0
BA3,Little_Goose,2028,MW,5300.0
BA3,Little_Goose,2029,MW,5300.0
BA3,Little_Goose,2030,MW,5300.0
BA1,Lower_Monumental,2020,MW,11355.0
BA1,Lower_Monumental,2021,MW,11355.0
BA1,Lower_Monumental,2022,MW,11355.0
BA1,Lower_Monumental,2023,MW,11355.0
BA1,Lower_Monumental,2024,MW,11355.0
BA1,Lower_Monumental,2025,MW,11355.0
BA1,Lower_Monumental,2026,MW,11355.0
BA1,Lower_Monumental,2027,MW,11355.0
BA1,Lower_Monumental,2028,MW,11355.0
BA1,Lower_Monumental,2029,MW,11355.0
BA1,Lower_Monumental,2030,MW,11355.0
BA2,Lower_Monumental,2020,MW,2804.0
BA2,Lower_Monumental,2021,MW,2804.0
BA2,Lower_Monumental,2022,MW,2804.0
BA2,Lower_Monumental,2023,MW,2804.0
BA2,Lower_Monumental,2024,MW,2804.0
BA2,Lower_Monumental,2025,MW,2804.0
BA2,Lower_Monumental,2026,MW,2804.0
BA2,Lower_Monumental,2027,MW,2804.0
BA2,Lower_Monumental,2028,MW,2804.0
BA2,Lower_Monumental,2029,MW,2804.0
BA2,Lower_Monumental,2030,MW,2804.0
BA3,Lower_Monumental,2020,MW,5300.0
BA3,Lower_Monumental,2021,MW,5300.0
BA3,Lower_Monumental,2022,MW,5300.0
BA3,Lower_Monumental,2023,MW,5300.0
BA3,Lower_Monumental,2024,MW,5300.0
BA3,Lower_Monumental,2025,MW,5300.0
BA3,Lower_Monumental,2026,MW,5300.0
BA3,Lower_Monumental,2027,MW,5300.0
BA3,Lower_Monumental,2028,MW,5300.0
BA3,Lower_Monumental,2029,MW,5300.0
BA3,Lower_Monumental,2030,MW,5300.0
BA1,Ice_Harbor,2020,MW,11355.0
BA1,Ice_Harbor,2021,MW,11355.0
BA1,Ice_Harbor,2022,MW,11355.0
BA1,Ice_Harbor,2023,MW,11355.0
BA1,Ice_Harbor,2024,MW,11355.0
BA1,Ice_Harbor,2025,MW,11355.0
BA1,Ice_Harbor,2026,MW,11355.0
BA1,Ice_Harbor,2027,MW,11355.0
BA1,Ice_Harbor,2028,MW,11355.0
BA1,Ice_Harbor,2029,MW,11355.0
BA1,Ice_Harbor,2030,MW,11355.0
BA2,Ice_Harbor,2020,MW,2804.0
BA2,Ice_Harbor,2021,MW,2804.0
BA2,Ice_Harbor,2022,MW,2804.0
BA2,Ice_Harbor,2023,MW,2804.0
BA2,Ice_Harbor,2024,MW,2804.0
BA2,Ice_Harbor,2025,MW,2804.0
BA2,Ice_Harbor,2026,MW,2804.0
BA2,Ice_Harbor,2027,MW,2804.0
BA2,Ice_Harbor,2028,MW,2804.0
BA2,Ice_Harbor,2029,MW,2804.0
BA2,Ice_Harbor,2030,MW,2804.0
BA3,Ice_Harbor,2020,MW,5300.0
BA3,Ice_Harbor,2021,MW,5300.0
BA3,Ice_Harbor,2022,MW,5300.0
BA3,Ice_Harbor,2023,MW,5300.0
BA3,Ice_Harbor,2024,MW,5300.0
BA3,Ice_Harbor,2025,MW,5300.0
BA3,Ice_Harbor,2026,MW,5300.0
BA3,Ice_Harbor,2027,MW,5300.0
BA3,Ice_Harbor,2028,MW,5300.0
BA3,Ice_Harbor,2029,MW,5300.0
BA3,Ice_Harbor,2030,MW,5300.0
BA1,McNary,2020,MW,11355.0
BA1,McNary,2021,MW,11355.0
BA1,McNary,2022,MW,11355.0
BA1,McNary,2023,MW,11355.0
BA1,McNary,2024,MW,11355.0
BA1,McNary,2025,MW,11355.0
BA1,McNary,2026,MW,11355.0
BA1,McNary,2027,MW,11355.0
BA1,McNary,2028,MW,11355.0
BA1,McNary,2029,MW,11355.0
BA1,McNary,2030,MW,11355.0
BA2,McNary,2020,MW,2804.0
BA2,McNary,2021,MW,2804.0
BA2,McNary,2022,MW,2804.0
BA2,McNary,2023,MW,2804.0
BA2,McNary,2024,MW,2804.0
BA2,McNary,2025,MW,2804.0
BA2,McNary,2026,MW,2804.0
BA2,McNary,2027,MW,2804.0
BA2,McNary,2028,MW,2804.0
BA2,McNary,2029,MW,2804.0
BA2,McNary,2030,MW,2804.0
BA3,McNary,2020,MW,5300.0
BA3,McNary,2021,MW,5300.0
BA3,McNary,2022,MW,5300.0
BA3,McNary,2023,MW,5300.0
BA3,McNary,2024,MW,5300.0
BA3,McNary,2025,MW,5300.0
BA3,McNary,2026,MW,5300.0
BA3,McNary,2027,MW,5300.0
BA3,McNary,2028,MW,5300.0
BA3,McNary,2029,MW,5300.0
BA3,McNary,2030,MW,5300.0
BA1,John_Day,2020,MW,11355.0
BA1,John_Day,2021,MW,11355.0
BA1,John_Day,2022,MW,11355.0
BA1,John_Day,2023,MW,11355.0
BA1,John_Day,2024,MW,11355.0
BA1,John_Day,2025,MW,11355.0
BA1,John_Day,2026,MW,11355.0
BA1,John_Day,2027,MW,11355.0
BA1,John_Day,2028,MW,11355.0
BA1,John_Day,2029,MW,11355.0
BA1,John_Day,2030,MW,11355.0
BA2,John_Day,2020,MW,2804.0
BA2,John_Day,2021,MW,2804.0
BA2,John_Day,2022,MW,2804.0
BA2,John_Day,2023,MW,2804.0
BA2,John_Day,2024,MW,2804.0
BA2,John_Day,2025,MW,2804.0
BA2,John_Day,2026,MW,2804.0
BA2,John_Day,2027,MW,2804.0
BA2,John_Day,2028,MW,2804.0
BA2,John_Day,2029,MW,2804.0
BA2,John_Day,2030,MW,2804.0
BA3,John_Day,2020,MW,5300.0
BA3,John_Day,2021,MW,5300.0
BA3,John_Day,2022,MW,5300.0
BA3,John_Day,2023,MW,5300.0
BA3,John_Day,2024,MW,5300.0
BA3,John_Day,2025,MW,5300.0
BA3,John_Day,2026,MW,5300.0
BA3,John_Day,2027,MW,5300.0
BA3,John_Day,2028,MW,5300.0
BA3,John_Day,2029,MW,5300.0
BA3,John_Day,2030,MW,5300.0
BA1,The_Dalles,2020,MW,11355.0
BA1,The_Dalles,2021,MW,11355.0
BA1,The_Dalles,2022,MW,11355.0
BA1,The_Dalles,2023,MW,11355.0
BA1,The_Dalles,2024,MW,11355.0
BA1,The_Dalles,2025,MW,11355.0
BA1,The_Dalles,2026,MW,11355.0
BA1,The_Dalles,2027,MW,11355.0
BA1,The_Dalles,2028,MW,11355.0
BA1,The_Dalles,2029,MW,11355.0
BA1,The_Dalles,2030,MW,11355.0
BA2,The_Dalles,2020,MW,2804.0
BA2,The_Dalles,2021,MW,2804.0
BA2,The_Dalles,2022,MW,2804.0
BA2,The_Dalles,2023,MW,2804.0
BA2,The_Dalles,2024,MW,2804.0
BA2,The_Dalles,2025,MW,2804.0
BA2,The_Dalles,2026,MW,2804.0
BA2,The_Dalles,2027,MW,2804.0
BA2,The_Dalles,2028,MW,2804.0
BA2,The_Dalles,2029,MW,2804.0
BA2,The_Dalles,2030,MW,2804.0
BA3,The_Dalles,2020,MW,5300.0
BA3,The_Dalles,2021,MW,5300.0
BA3,The_Dalles,2022,MW,5300.0
BA3,The_Dalles,2023,MW,5300.0
BA3,The_Dalles,2024,MW,5300.0
BA3,The_Dalles,2025,MW,5300.0
BA3,The_Dalles,2026,MW,5300.0
BA3,The_Dalles,2027,MW,5300.0
BA3,The_Dalles,2028,MW,5300.0
BA3,The_Dalles,2029,MW,5300.0
BA3,The_Dalles,2030,MW,5300.0
BA1,Bonneville,2020,MW,11355.0
BA1,Bonneville,2021,MW,11355.0
BA1,Bonneville,2022,MW,11355.0
BA1,Bonneville,2023,MW,11355.0
BA1,Bonneville,2024,MW,11355.0
BA1,Bonneville,2025,MW,11355.0
BA1,Bonneville,2026,MW,11355.0
BA1,Bonneville,2027,MW,11355.0
BA1,Bonneville,2028,MW,11355.0
BA1,Bonneville,2029,MW,11355.0
BA1,Bonneville,2030,MW,11355.0
BA2,Bonneville,2020,MW,2804.0
BA2,Bonneville,2021,MW,2804.0
BA2,Bonneville,2022,MW,2804.0
BA2,Bonneville,2023,MW,2804.0
BA2,Bonneville,2024,MW,2804.0
BA2,Bonneville,2025,MW,2804.0
BA2,Bonneville,2026,MW,2804.0
BA2,Bonneville,2027,MW,2804.0
BA2,Bonneville,2028,MW,2804.0
BA2,Bonneville,2029,MW,2804.0
BA2,Bonneville,2030,MW,2804.0
BA3,Bonneville,2020,MW,5300.0
BA3,Bonneville,2021,MW,5300.0
BA3,Bonneville,2022,MW,5300.0
BA3,Bonneville,2023,MW,5300.0
BA3,Bonneville,2024,MW,5300.0
BA3,Bonneville,2025,MW,5300.0
BA3,Bonneville,2026,MW,5300.0
BA3,Bonneville,2027,MW,5300.0
BA3,Bonneville,2028,MW,5300.0
BA3,Bonneville,2029,MW,5300.0
BA3,Bonneville,2030,MW,5300.0
